set,final_residual_mean,final_residual_std,final_l2_abs_mean,final_l2_abs_std,final_fidelity_mean,final_fidelity_std,final_linsys_resid_mean,final_linsys_resid_std,gate_count_median,depth_median
2025-11-11,0.07444706295658748,0.14275719279397356,0.005956298921186018,0.010852771209433674,0.9595346260760564,0.09548452546947406,0.0687600578391002,0.13456426893685342,689127.0,689027.0
2026-02-26-LuGo,0.011884386444598959,0.02162260920136768,0.0006060903659218566,0.0006341330847222789,0.9709219198387551,0.07173541043285868,0.006896181820299033,0.009191072338796635,22499.0,22395.0
