xp, rho, u, p, Mach
0.025,0.9999999999999997,1.5000000000000004,0.7142857142857143,1.5
0.075,0.9999999999999997,1.5000000000000004,0.7142857142857143,1.5
0.125,0.9999999999999997,1.5000000000000004,0.7142857142857143,1.5
0.175,0.9999999999999997,1.5000000000000004,0.7142857142857143,1.5
0.225,0.9999999999999997,1.5000000000000004,0.7142857142857143,1.5
0.275,0.9999999999999997,1.5000000000000004,0.6997898202476088,1.515456346937363
0.325,0.9730768595208791,1.5402444094436794,0.6889323518493721,1.5470733535199486
0.375,0.9722978053551785,1.5391620293431292,0.6736310826783013,1.5628198427805025
0.425,0.9421049153250208,1.5775642849757476,0.6057497760075712,1.6627465349165724
0.475,0.9077458332055837,1.5420755825772494,0.6010183290595236,1.6016953559717106
0.525,0.8651882161263265,1.5495795285824816,0.5692453552755568,1.6145645119195595
0.575,0.8641484990776698,1.5153186114974702,0.5551840853416391,1.5977750138806377
0.625,0.8162872218433804,1.5917869495090082,0.5232489916109031,1.6803053917242872
0.675,0.8218807755468325,1.5815328834121263,0.5336077312534849,1.6588517023311182
0.725,0.8301694839407102,1.5681164979072306,0.5253791106277048,1.6659474122793438
0.775,0.8382835518588931,1.5289887785353549,0.5457016475777523,1.6016149727238884
0.825,0.8011411353061534,1.5478281470338566,0.5452367099513966,1.585698785815388
0.875,0.7919018126433054,1.6731855048468822,0.4889087768047755,1.7997070891617026
0.925,0.8093187952214966,1.603530429873374,0.538617455834372,1.6612415661289264
0.975,0.7855907492869388,1.6527865891555895,0.5045119470115232,1.7430715535257038
