dq_lu, dq_hhl,
-3.967754283854997e-11,-0.0
-1.0222581823506077e-09,-0.0
-3.517455771514848e-09,-2.9680606770894793e-09
-2.5526263082697603e-09,-1.3273569444033488e-09
-4.5663348837883295e-10,-0.0
-5.1467760878502614e-09,-2.299050121495963e-09
-1.2075433335662202e-09,-0.0
-1.4683460813905031e-09,-0.0
-2.9425251580323488e-09,-1.3273570132954534e-09
3.4322567167673767e-09,2.299049898443432e-09
1.916947550323115e-09,0.0
5.803677500829088e-09,2.6547144714992393e-09
1.0000019444594021e-08,7.739756748476985e-09
1.1487290238595447e-08,7.508667059695204e-09
2.1904194915558096e-08,1.5928288846132665e-08
