step, iter, fidelity, l2_error_abs, l2_error_rel, l2_error_normalized, linsys_residual
0, 0, 0.9979089510127201, 0.1855807307048665, 0.0686171090728691, 0.04573995248278621, 3.4411730454626417
1, 0, 0.978814189666015, 0.06217839406359738, 0.4144938516802434, 0.14594253860978387, 1.4524391483597832
2, 0, 0.9669947328688372, 0.0273339527476787, 0.39639232425891907, 0.18243407912907217, 0.5582690248991801
3, 0, 0.978067234654266, 0.021232797449400112, 0.7154992518915172, 0.14850711797614113, 0.38827924140387826
4, 0, 0.9893494883012647, 0.010784368986798616, 0.50313321537283, 0.1033393539599658, 0.2096924301004458
5, 0, 0.9676417530085615, 0.006554088365613369, 0.6000051277481601, 0.1806220744540281, 0.1290817056528336
6, 0, 0.9764737835242883, 0.005170845191344129, 0.7864701116073631, 0.15383835410944, 0.10013370504693606
7, 0, 0.972650595581639, 0.002564609402932587, 0.49528227045785306, 0.16594879812201152, 0.04875570210042894
8, 0, 0.976316240446027, 0.0024887629600441746, 0.9667192255195662, 0.15435567775115797, 0.04712271628485403
9, 0, 0.98319170696699, 0.0018936020412769973, 0.760814502375651, 0.1299212169116684, 0.03536272829904603
10, 0, 0.9873048748688166, 0.0017031689456288102, 0.8990914275344426, 0.1128524456192269, 0.03160591499070726
11, 0, 0.9698349840719956, 0.00136709748399983, 0.8025561995107285, 0.17434447240096818, 0.025636714394221022
12, 0, 0.980697252157457, 0.0013070864933440436, 0.9559058898248437, 0.1392724196365371, 0.024582390263168233
13, 0, 0.9788960067810092, 0.0009647004868920682, 0.7380244554223155, 0.14565894579186395, 0.01862761326865275
14, 0, 0.9686080508277604, 0.0006022520882400248, 0.6241838137894962, 0.17788270653333474, 0.011032512137470996
