case_id,NQ_MATRIX,nx,ny,grid_size,matrix_size,condition_number,circuit_qubits,circuit_gates,circuit_depth,circuit_gates_transpiled,circuit_depth_transpiled,qc_shots,qc_backend
hs_torino_2x2_0,2,2,2,4,4,1.0,133,3474,2646,3474,2646,100,ibm_torino
hs_torino_2x2_1,2,2,2,4,4,1.0,133,3510,2607,3510,2607,1000,ibm_torino
hs_torino_2x2_2,2,2,2,4,4,1.0,133,3582,2610,3582,2610,10000,ibm_torino
hs_torino_2x2_3,2,2,2,4,4,1.0,133,3546,2613,3546,2613,100000,ibm_torino
