dq_lu, dq_hhl,
-0.0089097750325022,-0.0
-0.003786089862917259,-0.0
-0.020111590264605576,-0.0
-0.08021832705520428,-0.059145131798538336
-0.04809317375001225,-0.05290101409588601
-0.1810545933927803,-0.16412108011797935
-0.2707032976371255,-0.2651655086372986
-0.3166406039511177,-0.32824216023595953
-0.7951160089442117,-0.8081484845667936
-0.2534724409946478,-0.26974330316377426
-0.3384968913171068,-0.34181588166231003
-0.7991676990049517,-0.8322457749141035
-0.18358981732101412,-0.18325448837198663
-0.27424917785323394,-0.2885409666721581
-0.6181086816502753,-0.6427527637331473
