iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,2.8041469214801107,0.6514666605819855,1.50533885949476,2.2743759727651787
2.0,0.5475622210054909,0.17965264097332073,0.2385190114249734,0.458974940113979
3.0,0.2116878788533811,0.07194416857336451,0.08375407450260886,0.18061298310459994
4.0,0.14731674152924476,0.05060090354338081,0.053763996350241317,0.1274802086280024
5.0,0.09762507746645606,0.03405106407960176,0.03465983540386882,0.08467512382722049
6.0,0.08381767383671769,0.029780034931451756,0.029654322390397177,0.07252015671829654
7.0,0.06966779559133908,0.025070108825733354,0.024382447154378737,0.060254357989994546
8.0,0.06022577916262574,0.021960653452087003,0.020959747198070162,0.05201502833889158
9.0,0.05052705933679112,0.018548351386303712,0.01785934379185949,0.04347397181530561
10.0,0.04578653779295275,0.016980068055034755,0.01613924997806316,0.03933966118381635
11.0,0.038365605006418155,0.014399082706646164,0.013461916945427286,0.032914477921882325
12.0,0.03164641226590817,0.012020014222237238,0.011058761201503477,0.027105690695666824
13.0,0.025490720176795538,0.009848051985592576,0.008719120122249914,0.021835055106743693
14.0,0.02326171248681958,0.009101980926931198,0.007900167955766715,0.019895943237150517
