iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,5.69772038069247,1.5650842097301176,2.078103272967028,5.069123764507583
2.0,3.3361410443798767,1.0257934342146187,1.2061274230298136,2.9364675271035594
3.0,2.071729515003785,0.7301119386026059,0.698642998577208,1.8085623298594962
4.0,1.3783846318291555,0.559147045633784,0.4240873371530996,1.1863594333456453
5.0,1.0458107467754696,0.4460836169497713,0.32189189551416986,0.8894465314803189
6.0,0.829231708496493,0.3564339869935332,0.26749514592076545,0.6993042157750338
7.0,0.6377393960463087,0.27562349868061026,0.2178069719248835,0.5322624796333885
8.0,0.4784450982466299,0.20663770244245472,0.17285568514138658,0.3953877642009584
9.0,0.34438077759484026,0.14912191097226574,0.12778327284980467,0.28289964797538864
10.0,0.24274487691340577,0.10402642457619236,0.09117313004137313,0.19947691248878188
11.0,0.1698071202824768,0.07177338152887774,0.06736500254478277,0.1383654445108283
12.0,0.11279345377243084,0.0477022221491034,0.044016309209257164,0.09224654865926499
13.0,0.07437945164018349,0.031373282085821526,0.02950939902474447,0.06064004754826859
14.0,0.04880298701874972,0.020356043909707366,0.01953337748048965,0.039822232264189045
15.0,0.03158988338926576,0.012846702560730717,0.01275929332590048,0.02588596916646458
16.0,0.019795393278759718,0.008033185492215903,0.008225121159792785,0.016114369606507924
17.0,0.011762646605355812,0.004894258349424002,0.004757424081225715,0.009579822883694446
18.0,0.0073968817346835546,0.0030805906174512453,0.0030116397878318757,0.006012806884718194
19.0,0.004714920930859946,0.0019455638552576876,0.0018877853331239122,0.003857658254099019
20.0,0.0029860123104905032,0.0012239537082964975,0.0011879512696642896,0.0024509138335019223
21.0,0.001958606888476427,0.0008044125478753303,0.0007768900067580668,0.0016079500346116108
22.0,0.0013576614673943411,0.0005455292286310732,0.000548178810069262,0.001115859539972478
23.0,0.0009134550065390828,0.00037088419644435734,0.0003574076702629298,0.0007543902962236219
24.0,0.0006657571793577824,0.00027068848223252815,0.00026151782137526057,0.0005491527989150361
25.0,0.0004854390142197242,0.00019885756615966267,0.00018910822473552005,0.00040043074837611185
26.0,0.0003497282310989761,0.00014454339833955656,0.00013336054536889467,0.0002891919891058224
27.0,0.0002491617714641555,0.0001034552887660436,9.372185872299705e-05,0.00020638508856745725
28.0,0.0002013085292092474,8.475955796120693e-05,7.561423512317688e-05,0.0001662029744419399
29.0,0.00017538032199162856,7.392634612315453e-05,6.525995621768536e-05,0.0001450320337209427
30.0,0.00016139676604519222,6.808128300905879e-05,5.9776650370143176e-05,0.0001335687353545455
31.0,0.00015900088741047617,6.706246883147676e-05,5.8877245769324074e-05,0.00013159550677042413
32.0,0.0001562583452929579,6.597053159942825e-05,5.778405444016273e-05,0.00012932734624447536
