case_id,NQ_MATRIX,nx,ny,grid_size,matrix_size,condition_number,circuit_qubits,circuit_gates,circuit_depth,circuit_gates_transpiled,circuit_depth_transpiled,qc_shots,qc_backend
tridiag_nq4_0,4,0,0,0,16,4.8024060221351546,11,478080,345864,478080,345864,100,statevector_sim_aer
tridiag_nq4_1,4,0,0,0,16,4.8024060221351546,11,478080,345864,478080,345864,1000,statevector_sim_aer
tridiag_nq4_2,4,0,0,0,16,4.8024060221351546,11,478080,345864,478080,345864,10000,statevector_sim_aer
tridiag_nq4_3,4,0,0,0,16,4.8024060221351546,11,478080,345864,478080,345864,100000,statevector_sim_aer
