step, iter, matrix_size_orig, matrix_size_pow2, matrix_size_herm, condition_number, nnz_per_row, lambda_max_orig, lambda_min_orig, lambda_max_scaled, lambda_min_scaled, nqubits, circ_depth_orig, circ_gates_orig, circ_qubits_orig, circ_depth_transpile, circ_gates_transpile, circ_qubits_transpile, circ_generate_time, circ_transpile_time, circ_run_time
0, 0, 15, 16, 32, 95.97789014324577, 9, 22.405614510122508, 2.3074021727489433, 1.0, 0.1029832130561069, 5, 5, 19, 14, 689027, 689127, 14, 256.14350628852844, 42.517109632492065, 58.500202894210815
1, 0, 15, 16, 32, 77.04643219999878, 11, 22.190417640564682, 2.4615914758212645, 1.0000000000000009, 0.11093038065770384, 5, 5, 19, 14, 689027, 689127, 14, 255.89147567749023, 42.006349086761475, 58.458483934402466
2, 0, 15, 16, 32, 74.27215199148725, 11, 22.769502616021324, 2.7986905706747427, 0.9999999999999996, 0.12291399675570902, 5, 5, 19, 14, 689027, 689127, 14, 253.75886750221252, 42.110554218292236, 58.45661425590515
3, 0, 15, 16, 32, 62.96830952859599, 11, 23.280799916250295, 3.6908905489540476, 1.000000000000004, 0.1585379609906686, 5, 5, 18, 13, 343170, 343251, 13, 125.2960193157196, 21.335968494415283, 24.702489614486694
4, 0, 15, 16, 32, 63.01860780844224, 11, 23.350410362177072, 3.7158046815033767, 0.9999999999999973, 0.15913230747851145, 5, 5, 19, 14, 689027, 689127, 14, 246.55403685569763, 42.197376012802124, 58.53161668777466
5, 0, 15, 16, 32, 63.67690377221047, 11, 23.580938881834864, 3.808302072328535, 1.0000000000000033, 0.16149917063998598, 5, 5, 19, 14, 688517, 688617, 14, 248.1072359085083, 42.52827000617981, 58.69982099533081
6, 0, 15, 16, 32, 63.82189545655314, 11, 23.642521115650343, 3.8695063239283627, 1.0000000000000013, 0.16366724618750308, 5, 5, 19, 14, 688517, 688617, 14, 247.30367159843445, 42.185200452804565, 58.31936502456665
7, 0, 15, 16, 32, 64.86028978250268, 11, 23.75953310174868, 3.951479852929117, 1.0000000000000007, 0.16631134273586717, 5, 5, 19, 14, 689027, 689127, 14, 246.9952974319458, 42.5538969039917, 58.361775159835815
8, 0, 15, 16, 32, 66.4709096337719, 11, 23.949202807809346, 4.001038759758168, 1.0000000000000022, 0.1670635466184915, 5, 5, 19, 14, 689027, 689127, 14, 248.82198762893677, 42.17206001281738, 58.45190191268921
9, 0, 15, 16, 32, 67.03394281731586, 11, 23.992792757875613, 4.02254448092241, 1.0, 0.16765636753987334, 5, 5, 19, 14, 689027, 689127, 14, 247.83361339569092, 42.42010974884033, 58.743308544158936
10, 0, 15, 16, 32, 67.04816693866192, 11, 23.997966315565623, 4.028284292173186, 0.9999999999999964, 0.1678594027178198, 5, 5, 19, 14, 689027, 689127, 14, 249.32577443122864, 41.890262842178345, 58.203646183013916
11, 0, 15, 16, 32, 67.31372651431154, 11, 24.036952478509473, 4.052557568879304, 1.0000000000000022, 0.1685969788600506, 5, 5, 19, 14, 689027, 689127, 14, 248.09780597686768, 42.045788526535034, 58.51698446273804
12, 0, 15, 16, 32, 67.30520201838362, 11, 24.040268953116218, 4.0573783195221305, 1.0000000000000024, 0.1687742482180578, 5, 5, 19, 14, 689027, 689127, 14, 249.6180877685547, 41.99184274673462, 58.38830208778381
13, 0, 15, 16, 32, 67.30800839327333, 11, 24.041728993587647, 4.062727699043973, 0.9999999999999987, 0.1689865025983597, 5, 5, 19, 14, 689027, 689127, 14, 238.33631587028503, 39.789825677871704, 54.6340115070343
14, 0, 15, 16, 32, 67.25364778476198, 11, 24.039876690261746, 4.071876093195202, 1.000000000000003, 0.16938007401862665, 5, 5, 19, 14, 689027, 689127, 14, 233.89636254310608, 38.44129419326782, 54.71691608428955
