[burgers] q=8 N=256 nu=3.0e-02 cfl=0.1 dt=3.9063e-04 n_steps=512 method=cole_hopf_circuit
[burgers] reference trajectory skipped (--no-classical-reference)
[burgers] running method=cole_hopf_circuit ...
[cole_hopf_circuit] propagator=qft-diagonal q=8 nu=3.0e-02 dt=3.9063e-04 n_steps=512 shots=524288
[_run_shots_measure_reprepare] n_segments=64 segment_size=8 shots=524288
[_run_shots_measure_reprepare] fast path: fully deferred (no reset), width=18 (SV 0.00 GiB), sample-once.
[_run_shots_measure_reprepare] segment 1/64 steps 1-8 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 1/64 done in 209.6s p_success=0.9983 cumulative_norm=9.5176e+00
[_run_shots_measure_reprepare] segment 2/64 steps 9-16 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 2/64 done in 205.8s p_success=0.9982 cumulative_norm=9.5092e+00
[_run_shots_measure_reprepare] segment 3/64 steps 17-24 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 3/64 done in 203.5s p_success=0.9982 cumulative_norm=9.5009e+00
[_run_shots_measure_reprepare] segment 4/64 steps 25-32 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 4/64 done in 205.7s p_success=0.9983 cumulative_norm=9.4926e+00
[_run_shots_measure_reprepare] segment 5/64 steps 33-40 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 5/64 done in 206.5s p_success=0.9983 cumulative_norm=9.4843e+00
[_run_shots_measure_reprepare] segment 6/64 steps 41-48 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 6/64 done in 205.5s p_success=0.9983 cumulative_norm=9.4762e+00
[_run_shots_measure_reprepare] segment 7/64 steps 49-56 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 7/64 done in 203.7s p_success=0.9983 cumulative_norm=9.4681e+00
[_run_shots_measure_reprepare] segment 8/64 steps 57-64 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 8/64 done in 207.3s p_success=0.9983 cumulative_norm=9.4600e+00
[_run_shots_measure_reprepare] segment 9/64 steps 65-72 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 9/64 done in 201.3s p_success=0.9983 cumulative_norm=9.4519e+00
[_run_shots_measure_reprepare] segment 10/64 steps 73-80 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 10/64 done in 200.9s p_success=0.9983 cumulative_norm=9.4439e+00
[_run_shots_measure_reprepare] segment 11/64 steps 81-88 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 11/64 done in 206.8s p_success=0.9983 cumulative_norm=9.4361e+00
[_run_shots_measure_reprepare] segment 12/64 steps 89-96 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 12/64 done in 208.1s p_success=0.9983 cumulative_norm=9.4283e+00
[_run_shots_measure_reprepare] segment 13/64 steps 97-104 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 13/64 done in 199.3s p_success=0.9984 cumulative_norm=9.4205e+00
[_run_shots_measure_reprepare] segment 14/64 steps 105-112 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 14/64 done in 210.5s p_success=0.9984 cumulative_norm=9.4128e+00
[_run_shots_measure_reprepare] segment 15/64 steps 113-120 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 15/64 done in 200.0s p_success=0.9984 cumulative_norm=9.4052e+00
[_run_shots_measure_reprepare] segment 16/64 steps 121-128 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 16/64 done in 202.6s p_success=0.9984 cumulative_norm=9.3976e+00
[_run_shots_measure_reprepare] segment 17/64 steps 129-136 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 17/64 done in 204.3s p_success=0.9984 cumulative_norm=9.3901e+00
[_run_shots_measure_reprepare] segment 18/64 steps 137-144 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 18/64 done in 212.0s p_success=0.9984 cumulative_norm=9.3826e+00
[_run_shots_measure_reprepare] segment 19/64 steps 145-152 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 19/64 done in 217.9s p_success=0.9984 cumulative_norm=9.3752e+00
[_run_shots_measure_reprepare] segment 20/64 steps 153-160 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 20/64 done in 206.5s p_success=0.9984 cumulative_norm=9.3679e+00
[_run_shots_measure_reprepare] segment 21/64 steps 161-168 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 21/64 done in 205.2s p_success=0.9985 cumulative_norm=9.3607e+00
[_run_shots_measure_reprepare] segment 22/64 steps 169-176 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 22/64 done in 203.8s p_success=0.9985 cumulative_norm=9.3535e+00
[_run_shots_measure_reprepare] segment 23/64 steps 177-184 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 23/64 done in 209.9s p_success=0.9985 cumulative_norm=9.3464e+00
[_run_shots_measure_reprepare] segment 24/64 steps 185-192 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 24/64 done in 205.9s p_success=0.9985 cumulative_norm=9.3392e+00
[_run_shots_measure_reprepare] segment 25/64 steps 193-200 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 25/64 done in 208.9s p_success=0.9985 cumulative_norm=9.3322e+00
[_run_shots_measure_reprepare] segment 26/64 steps 201-208 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 26/64 done in 205.0s p_success=0.9985 cumulative_norm=9.3252e+00
[_run_shots_measure_reprepare] segment 27/64 steps 209-216 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 27/64 done in 206.9s p_success=0.9985 cumulative_norm=9.3182e+00
[_run_shots_measure_reprepare] segment 28/64 steps 217-224 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 28/64 done in 201.5s p_success=0.9985 cumulative_norm=9.3113e+00
[_run_shots_measure_reprepare] segment 29/64 steps 225-232 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 29/64 done in 203.6s p_success=0.9985 cumulative_norm=9.3044e+00
[_run_shots_measure_reprepare] segment 30/64 steps 233-240 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 30/64 done in 207.5s p_success=0.9985 cumulative_norm=9.2976e+00
[_run_shots_measure_reprepare] segment 31/64 steps 241-248 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 31/64 done in 206.0s p_success=0.9985 cumulative_norm=9.2909e+00
[_run_shots_measure_reprepare] segment 32/64 steps 249-256 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 32/64 done in 208.1s p_success=0.9986 cumulative_norm=9.2841e+00
[_run_shots_measure_reprepare] segment 33/64 steps 257-264 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 33/64 done in 210.2s p_success=0.9986 cumulative_norm=9.2775e+00
[_run_shots_measure_reprepare] segment 34/64 steps 265-272 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 34/64 done in 204.2s p_success=0.9986 cumulative_norm=9.2709e+00
[_run_shots_measure_reprepare] segment 35/64 steps 273-280 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 35/64 done in 205.0s p_success=0.9986 cumulative_norm=9.2643e+00
[_run_shots_measure_reprepare] segment 36/64 steps 281-288 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 36/64 done in 208.2s p_success=0.9986 cumulative_norm=9.2578e+00
[_run_shots_measure_reprepare] segment 37/64 steps 289-296 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 37/64 done in 208.3s p_success=0.9986 cumulative_norm=9.2512e+00
[_run_shots_measure_reprepare] segment 38/64 steps 297-304 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 38/64 done in 204.2s p_success=0.9986 cumulative_norm=9.2448e+00
[_run_shots_measure_reprepare] segment 39/64 steps 305-312 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 39/64 done in 206.3s p_success=0.9986 cumulative_norm=9.2384e+00
[_run_shots_measure_reprepare] segment 40/64 steps 313-320 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 40/64 done in 207.9s p_success=0.9986 cumulative_norm=9.2321e+00
[_run_shots_measure_reprepare] segment 41/64 steps 321-328 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 41/64 done in 209.9s p_success=0.9986 cumulative_norm=9.2258e+00
[_run_shots_measure_reprepare] segment 42/64 steps 329-336 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 42/64 done in 210.0s p_success=0.9986 cumulative_norm=9.2196e+00
[_run_shots_measure_reprepare] segment 43/64 steps 337-344 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 43/64 done in 208.4s p_success=0.9987 cumulative_norm=9.2134e+00
[_run_shots_measure_reprepare] segment 44/64 steps 345-352 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 44/64 done in 208.1s p_success=0.9987 cumulative_norm=9.2073e+00
[_run_shots_measure_reprepare] segment 45/64 steps 353-360 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 45/64 done in 207.3s p_success=0.9987 cumulative_norm=9.2012e+00
[_run_shots_measure_reprepare] segment 46/64 steps 361-368 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 46/64 done in 206.9s p_success=0.9987 cumulative_norm=9.1951e+00
[_run_shots_measure_reprepare] segment 47/64 steps 369-376 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 47/64 done in 219.2s p_success=0.9987 cumulative_norm=9.1891e+00
[_run_shots_measure_reprepare] segment 48/64 steps 377-384 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 48/64 done in 205.8s p_success=0.9987 cumulative_norm=9.1831e+00
[_run_shots_measure_reprepare] segment 49/64 steps 385-392 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 49/64 done in 200.7s p_success=0.9987 cumulative_norm=9.1771e+00
[_run_shots_measure_reprepare] segment 50/64 steps 393-400 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 50/64 done in 200.8s p_success=0.9987 cumulative_norm=9.1712e+00
[_run_shots_measure_reprepare] segment 51/64 steps 401-408 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 51/64 done in 207.4s p_success=0.9987 cumulative_norm=9.1653e+00
[_run_shots_measure_reprepare] segment 52/64 steps 409-416 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 52/64 done in 207.7s p_success=0.9987 cumulative_norm=9.1594e+00
[_run_shots_measure_reprepare] segment 53/64 steps 417-424 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 53/64 done in 202.7s p_success=0.9987 cumulative_norm=9.1535e+00
[_run_shots_measure_reprepare] segment 54/64 steps 425-432 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 54/64 done in 211.3s p_success=0.9987 cumulative_norm=9.1477e+00
[_run_shots_measure_reprepare] segment 55/64 steps 433-440 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 55/64 done in 204.1s p_success=0.9987 cumulative_norm=9.1419e+00
[_run_shots_measure_reprepare] segment 56/64 steps 441-448 depth=2065 transpiling ...
[_run_shots_measure_reprepare] segment 56/64 done in 205.3s p_success=0.9987 cumulative_norm=9.1360e+00
[_run_shots_measure_reprepare] segment 57/64 steps 449-456 depth=2065 transpiling ...
