xp, rho, u, p, Mach
0.1,0.9874719127962629,1.5144361580265957,0.6998203923224126,1.5203935949923755
0.3,0.88603209426452,1.6131629605514717,0.6031856525534468,1.6523933905831174
0.5,0.6197108756661533,1.741413211030247,0.3750523917852976,1.8918487234635937
0.7,0.5170319474470089,1.8291129980215708,0.288764545439018,2.0685369016301673
0.9,0.483769497381833,1.8695927485840254,0.2608970558304267,2.151630286796751
