iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,3.5593301299659963,0.35169454479298623,1.7389395264886613,3.085649241968698
2.0,0.6325712696545077,0.04799533094942108,0.569444853938268,0.27124788980302905
3.0,0.49078746491108277,0.03551706130812392,0.44326088470157105,0.2076792290130691
4.0,0.38426111523667655,0.028754710627573704,0.3442341963223536,0.16832287242666166
5.0,0.2601591818095375,0.021014199103965216,0.2315584201582077,0.11671290147049666
6.0,0.2327760024949603,0.018203590560685445,0.20622409241023013,0.10641860898268478
7.0,0.16583409314621772,0.014541288831603353,0.14704972070631472,0.0752720200933862
8.0,0.14074853211135432,0.011737540454630704,0.12502183344825293,0.06357610083053337
9.0,0.09842772120357271,0.010533249538991617,0.08720280082142705,0.04441552075993359
10.0,0.08902410232106005,0.009211149103977594,0.07919647090397959,0.03960258227199305
11.0,0.06691642981900173,0.008379818523727205,0.05914878384152709,0.030149769340727724
12.0,0.06214069317414802,0.007729508026622345,0.05504005745168047,0.02779051150205229
13.0,0.05648498018931808,0.006876025524495095,0.0501608439667267,0.02504322248672974
14.0,0.04991335120016895,0.00605417618961205,0.044517171410420914,0.021746517613442033
