xp, rho, u, p, Mach
0.05,0.9999999999999997,1.5000000000000004,0.7142857142857143,1.5
0.15,0.9999999999999997,1.5000000000000004,0.7142857142857143,1.5
0.25,0.9999999999999997,1.5000000000000004,0.7096254871060629,1.5049173132503082
0.35,0.9999999999999997,1.5000000000000004,0.7080801426517025,1.5065586162513613
0.45,0.9117800024324078,1.5678531095535402,0.5984304998798841,1.635609126950214
0.55,0.8980232520928138,1.5423768531776327,0.5396134571258427,1.6816239584759918
0.65,0.8724912080463906,1.6030843221643667,0.4802383277046588,1.8261837317987917
0.75,0.9371234008575652,1.474652857344395,0.51494011241165,1.681302305330243
0.85,0.8606024803606106,1.5286956050711888,0.5286462564432798,1.6484497587706681
0.95,0.8201951707024331,1.5619338159676777,0.4600685162429941,1.7625683057547996
