xp, rho, u, p, Mach
0.05,1.003811180583442,1.4960487131889775,0.7180404011114742,1.4949727997062816
0.15,1.0041592203774825,1.4948130402623991,0.7180170912354924,1.4940211967523562
0.25,0.975755697663844,1.5194899002936593,0.688937981091481,1.5283199557529386
0.35,0.8830379602819779,1.5910761745292343,0.5998453124524672,1.6315372988804164
0.45,0.7179538074793677,1.6923975610547288,0.45232150043919095,1.8020341151958332
0.55,0.5824489629836612,1.7824836866046356,0.33843401861279365,1.976302767355517
0.65,0.5185302529621181,1.836539433415218,0.2863073627401424,2.0888489277549507
0.75,0.4948110574366423,1.8602791236915615,0.26730888039759565,2.1390803546333204
0.85,0.4867269411628611,1.8696147498224494,0.26097392004037034,2.1579046267864084
0.95,0.4839045451303974,1.8732458857728644,0.2586832411230519,2.165341868443936
