case_id,NQ_MATRIX,nx,ny,grid_size,matrix_size,condition_number,circuit_qubits,circuit_gates,circuit_depth,circuit_gates_transpiled,circuit_depth_transpiled,qc_shots,qc_backend
hs_fez_2x2_0,2,2,2,4,4,1.0,156,3429,2573,3429,2573,100,ibm_fez
hs_fez_2x2_1,2,2,2,4,4,1.0,156,3483,2596,3483,2596,1000,ibm_fez
hs_fez_2x2_2,2,2,2,4,4,1.0,156,3501,2630,3501,2630,10000,ibm_fez
