dq_lu, dq_hhl,
4.720806204470294e-06,2.340529777133988e-06
5.618684261326315e-06,2.983601751538791e-06
1.3267159944565805e-05,7.021589332360089e-06
2.57148491090389e-05,1.221792413536844e-05
1.8400839340375956e-05,9.214674948707217e-06
4.9666551206935694e-05,2.3796984740913514e-05
3.7556750356013026e-05,1.8053967391156955e-05
3.2953185928875846e-05,1.6341859821709774e-05
6.885929701238837e-05,3.386698871446591e-05
1.111473490432765e-05,4.753638449736908e-06
7.280562334786878e-06,3.7920916459093493e-06
1.4301762017488271e-05,7.3083018877338996e-06
-6.290974316329414e-05,-3.302760373194951e-05
-6.153183322561694e-05,-3.2304398638276625e-05
-0.00013310933509021498,-6.927829764434237e-05
