iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,6.990126379205652,3.019454186869472,5.161294224744323,3.6201940743949104
2.0,2.992607267355067,1.5798110090757993,1.3540538487294993,2.150914597786276
3.0,1.142847716801675,0.5729148804813716,0.45814583774170264,0.8763400224124032
4.0,0.8733252556310637,0.4269020899892685,0.38466343521457375,0.6576364111686493
5.0,0.6587949370263328,0.31635545935143755,0.2826141576849955,0.5040428853441652
6.0,0.4040473186903077,0.20193845213308934,0.17919878593949204,0.3006042122271928
7.0,0.3173283555211159,0.16474288538217474,0.14496227881004511,0.22922260939071887
8.0,0.25786179392859004,0.14129582658567966,0.12157974380983877,0.17817564382561987
9.0,0.19449149223986723,0.092389813634275,0.09610296891026987,0.14161667365443228
10.0,0.16394997700624758,0.07529886510389665,0.07786128887781414,0.12307434975940303
11.0,0.15052007123186398,0.06792800812477826,0.07152953900263372,0.1136908202359195
12.0,0.12945627274203814,0.056208324924854135,0.06103354952421596,0.09937030036121487
13.0,0.10908453916273222,0.044911767691523455,0.05700112582389007,0.08144471414387397
14.0,0.07110123424660107,0.032456866268682494,0.036743173617501054,0.051496374007507305
