case_id,NQ_MATRIX,nx,ny,grid_size,matrix_size,condition_number,circuit_qubits,circuit_gates,circuit_depth,circuit_gates_transpiled,circuit_depth_transpiled,qc_shots,qc_backend
hs_2x2_0,2,2,2,4,4,1.0,7,1263,953,1263,953,100,matrix_product_state_sim_aer
hs_2x2_1,2,2,2,4,4,1.0,7,1263,953,1263,953,1000,matrix_product_state_sim_aer
hs_2x2_2,2,2,2,4,4,1.0,7,1263,953,1263,953,10000,matrix_product_state_sim_aer
hs_2x2_3,2,2,2,4,4,1.0,7,1263,953,1263,953,100000,matrix_product_state_sim_aer
