xp, rho, u, p, Mach
0.1,0.9999999999999999,1.5000000000000002,0.7071507813632306,1.5075482761434569
0.3,0.8858873864078367,1.628916744839304,0.5962876558191204,1.6780164714658103
0.5,0.6614910492296224,1.6892813438329266,0.4047211363397851,1.8252485457630143
0.7,0.590388426968877,1.7244229040738763,0.3133719237941672,2.0004082672360908
0.9,0.5427824582779412,1.827352657455563,0.2607695129942805,2.228141897803991
