xp, rho, u, p, Mach
0.025,1.0,1.5,0.7142857142857144,1.5
0.075,1.0,1.5,0.7142857142857144,1.5
0.125,1.0,1.5,0.7142857142857144,1.5
0.175,1.0,1.5,0.7142857142857144,1.5
0.225,1.0,1.5,0.7142857142857144,1.5
0.275,1.0,1.5,0.7142857142857144,1.5
0.325,1.0,1.5,0.7142857142857144,1.5
0.375,1.0,1.5,0.7114911749560271,1.5029429043821858
0.425,1.0,1.4822413400218641,0.7065337881473835,1.4903505630160334
0.475,1.0,1.493013651675782,0.6946884659979691,1.5139262414043704
0.525,0.9930136516757819,1.4964036670855039,0.682813938376648,1.5251451099222126
0.575,0.975254991697646,1.519850041927698,0.6826922109548774,1.5352649635579192
0.625,0.9859492698336072,1.4971044925375754,0.6806397170051701,1.5228486294831425
0.675,0.9930136516757819,1.5035177503916628,0.6760036303827602,1.540095448169038
0.725,0.9681906098554712,1.5029998779830787,0.685447455822933,1.5096917307061657
0.775,0.9583104213038994,1.5390477129556666,0.6703892206101448,1.5551692492567177
0.825,1.0,1.493013651675782,0.6692311618099199,1.5424520903697498
0.875,0.9789629215093891,1.504000937236897,0.6845194252082625,1.5201075711712064
0.925,0.9748854622093478,1.4913017375640545,0.6994528516946311,1.4879868066094228
0.975,0.9612042615312532,1.5333354403035657,0.67006787160831,1.552106802206513
