xp, rho, u, p, Mach
0.05,1.003785784736677,1.496014203660952,0.7181185921940418,1.4948380162828274
0.15,1.0040337553372463,1.4949907020690756,0.7180263569007151,1.4940957746631742
0.25,0.9757916880438836,1.519545691778634,0.6889393973615134,1.5284026869898049
0.35,0.8830217861017857,1.5912121382125486,0.5997630058428953,1.6317737309113292
0.45,0.7179771965005598,1.6924559197809197,0.452367694657294,1.802033592258441
0.55,0.5824992183550591,1.7823139673826283,0.3384428072345384,1.9761741852644978
0.65,0.5186081154426065,1.8362626343983748,0.28634765059879097,2.088543962444757
0.75,0.4948725763948807,1.8602228842365194,0.2673163885227224,2.1391186109819467
0.85,0.48680686830007536,1.8694380643947435,0.2609273358284822,2.1580704693401653
0.95,0.48405606565968196,1.8728432653656057,0.25876733596598117,2.1648635174751827
