xp, rho, u, p, Mach
0.05,1.0038918044893583,1.4958921410214632,0.718233960976239,1.49467492530995
0.15,1.0043743762053678,1.494590736091878,0.7183848371606371,1.4935766032558657
0.25,0.9762897082673173,1.5189210761472316,0.6894560555695166,1.5275915621703942
0.35,0.8834546653776381,1.5905794404964935,0.6002180739120133,1.6309060603423038
0.45,0.7181932919291435,1.692043229933799,0.4526009522736432,1.8014009079060123
0.55,0.5824879169255591,1.7823193105445831,0.33843462751217473,1.9761848200059036
0.65,0.5184047907729251,1.8367442109431424,0.28615989932940344,2.0893672251751334
0.75,0.4945115704703136,1.8610830361542803,0.2670200983616666,2.140513571341198
0.85,0.48628612653770675,1.8706443459117605,0.26053282140697337,2.1599411886270814
0.95,0.4834021445987924,1.8743849867886857,0.2582777565883314,2.1672327899160773
