iters, residual
0.0,12.375368413827264
1.0,7.625519639200133
2.0,5.511113362294767
3.0,4.15985373152751
4.0,3.1487618571246694
5.0,2.3598752910144256
6.0,1.8615047862579182
7.0,1.5063825287104737
8.0,1.264346525423408
9.0,1.1106692433799612
10.0,0.959053650031836
11.0,0.8318316583142279
12.0,0.7147907991630384
13.0,0.5995422689792518
14.0,0.49739281852811773
