xp, rho, u, p, Mach
0.05,0.9999999999999999,1.5000000000000002,0.7142857142857143,1.5000000000000002
0.15,0.9999999999999999,1.5000000000000002,0.7142857142857143,1.5000000000000002
0.25,0.9999999999999999,1.5000000000000002,0.7142857142857143,1.5000000000000002
0.35,0.9497022303193644,1.5794424316510054,0.6681298504665916,1.5914869233467757
0.45,0.9999999999999999,1.489220320212814,0.6424413730665606,1.5702839249489073
0.55,0.9334124844032601,1.5137386408003934,0.6236051145733568,1.565196426759512
0.65,0.9355224357329593,1.4827243943796469,0.6075793315756594,1.5549700289626007
0.75,0.8845249402662797,1.6055362685834997,0.5555302157212376,1.7122110733632983
0.85,0.9108403468856275,1.5753859731309496,0.5558835414355955,1.7043240742947432
0.95,0.8966712088608682,1.520986387864554,0.6024022028300479,1.5683198759220869
