iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,7.664261377566655,1.9947232225732945,2.857217400726035,6.826294049773646
2.0,5.535633978025083,1.5012805766857298,2.1027319187221667,4.895704101221698
3.0,4.151419814352697,1.1923156195024858,1.5633281572470503,3.6563198726655646
4.0,3.098163562009143,0.9645777756700917,1.1295746205016697,2.7188726245197707
5.0,2.344309428449759,0.7977584025414495,0.8120855734995991,2.0493621565762306
6.0,1.8286615500792127,0.6761408111674837,0.6011788102651288,1.5891572314595215
7.0,1.4884887306157377,0.5879083423106739,0.470750587891133,1.2838833148739484
8.0,1.2483300493141978,0.5182664974254697,0.3875709253163133,1.0674813944592103
9.0,1.0878743917949734,0.4610217523369094,0.34106159341350495,0.9244493635098301
10.0,0.9561930151011435,0.4068985147618207,0.3057232190340727,0.8094887239216396
11.0,0.8318733212713331,0.3572662647824597,0.27384003142613506,0.699561059436502
12.0,0.7180202261944336,0.3076355865480695,0.24344950258545456,0.6013698785310299
13.0,0.6179617914340745,0.26059921462420865,0.21642145869839183,0.5168428941414563
14.0,0.5108464792239472,0.2159716776524207,0.18268663095814827,0.4253774261249214
