iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,2.813318311273952,0.7822095313705006,1.0361826795536342,2.4958432691528354
2.0,0.8366026558340571,0.2999426846886519,0.36753190269625235,0.6890999130393461
3.0,0.2604481636371237,0.08319112312408758,0.119502223279996,0.21594374639345507
4.0,0.07054926940825612,0.02886617092264822,0.031108072441728307,0.056358064367607104
5.0,0.029338942948956392,0.012609653193931708,0.01183768211645382,0.023698934613198865
6.0,0.013987658273835383,0.006796921664616572,0.005571409104038987,0.010881904266537767
7.0,0.008931959039846556,0.004453770570257344,0.003434888322093234,0.006938685913899959
8.0,0.006511597934528658,0.003298314159166107,0.0024268472607613446,0.00506284936980525
9.0,0.005210432305756515,0.0026220748423153653,0.0019359880971691957,0.004065129570110552
10.0,0.004166407807275938,0.002086850817452476,0.0015122267529247898,0.0032737101169722366
11.0,0.003216586347240718,0.001599849032529965,0.001145722887021782,0.002544450798998242
12.0,0.0023899991162176773,0.0011900290048991683,0.0008107311585834811,0.0019075224065582712
13.0,0.0018792761343617344,0.0009605967747756184,0.0006299164242005675,0.0014873257625667062
14.0,0.0015528853616302936,0.0007931961211585242,0.000517221787180666,0.001230761748922332
