iters, residual
0.0,12.375368413827264
1.0,7.681731534629024
2.0,5.630809207381963
3.0,4.200794618810851
4.0,3.1113354552049777
5.0,2.329419663097408
6.0,1.814844246105024
7.0,1.4623885292011336
8.0,1.248648790921375
9.0,1.092489936213569
10.0,0.9444936102016993
11.0,0.8232284441961317
12.0,0.7228177728655764
13.0,0.609889728427405
14.0,0.5081811544653935
