iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,4.697375245985498,1.3427393451362517,1.7217034759860057,4.159101152099825
2.0,2.444015657493407,0.805736578531398,0.8791099655233331,2.133346378019053
3.0,1.3955338395376362,0.531457377280522,0.4527720295000927,1.2083315946920916
4.0,0.9238083677682439,0.37609654629730066,0.3036823721598598,0.7872422149892812
5.0,0.6216988209611538,0.2634663975776044,0.22194769590215344,0.5175269090740052
6.0,0.4115563344398001,0.17380364887271998,0.15216511324446927,0.3406122228683972
7.0,0.25188743136046227,0.10614751460669099,0.09365284792483969,0.20834857161919965
8.0,0.15349915169928346,0.06445401290225469,0.06040269843396069,0.12553558784301616
9.0,0.09068773657227733,0.03552258080825956,0.0357019382088676,0.07541739471404217
10.0,0.05344492649750549,0.021761262274117534,0.021321550576263462,0.043911264085478935
11.0,0.03293169541821386,0.014096485551023226,0.013233464864112632,0.026658226983768026
12.0,0.01946045406039132,0.008319981650661876,0.007640075530782231,0.01584665338338645
13.0,0.011726330784144482,0.004953194850700137,0.004680676994837566,0.009542743698757216
14.0,0.007462037960156445,0.0031675960993345627,0.0029587724471979624,0.006074044046267561
15.0,0.0052876857906904795,0.002228740855464966,0.002101391988355399,0.004310044887414403
16.0,0.003930541172364072,0.0016479321150278834,0.0015695519417917756,0.0032046810065787393
17.0,0.002814353531955607,0.0011997594086723552,0.0010902281105623875,0.002300557721743301
18.0,0.002109186099841645,0.0009061694904993953,0.0008150924684305939,0.0017213794253914494
19.0,0.0016696366689108939,0.0007270742328605997,0.000635583897396821,0.0013620142346730095
20.0,0.00137846712042525,0.0006029325452383582,0.0005174684784657283,0.0011264414417892481
21.0,0.0012343266948408526,0.0005437271500787299,0.000461604868538002,0.0010073947196635586
22.0,0.0011021651767119999,0.00048557541145710653,0.0004102297642511112,0.0009003866597564257
23.0,0.0010668285191702443,0.0004701972975788213,0.00039628963168157003,0.0008717752683382543
24.0,0.0010631534008625945,0.0004686104643108919,0.00039484931400066294,0.0008687884700761382
25.0,0.0010572938653988318,0.0004661379843989825,0.0003925199812280664,0.0008640102786698635
26.0,0.0010401963805439312,0.0004587419500763271,0.00038574364423124373,0.0008501565586832012
27.0,0.0010148627746942725,0.0004481457653065197,0.00037558492702707917,0.0008294864598581794
28.0,0.0009914624970495138,0.00043831414216102094,0.00036711088945793317,0.0008100050559587332
29.0,0.0009591067055798937,0.00042490561341898027,0.0003551515557882535,0.0007830761551691764
30.0,0.0008853330935213254,0.00039383495614084794,0.00032765560191632683,0.0007220460652468275
31.0,0.0007615095600882267,0.0003393790223844648,0.0002779002654005408,0.000622487053489017
32.0,0.0005773507636145105,0.0002606788808123161,0.00020611613349400166,0.00047211922737607246
33.0,0.0002882968625133457,0.00013314041003449143,0.00010023060959848194,0.00023524994590945852
34.0,0.00017792907977907645,8.04232692018657e-05,6.704367915998556e-05,0.00014386104506295688
35.0,0.00012472288283238867,5.472810165905973e-05,4.9922919804086095e-05,0.00010034109063116751
36.0,9.032646560531554e-05,3.7621433930075965e-05,3.680298145178532e-05,7.341007188426344e-05
37.0,6.0149534250024336e-05,2.5130699192765607e-05,2.45478337631203e-05,4.8824361604795124e-05
38.0,3.8112865856598365e-05,1.631599149190419e-05,1.5662384664024175e-05,3.067684260277305e-05
39.0,2.4099137165745997e-05,1.0146694504981754e-05,1.0183644570167483e-05,1.9341829955423336e-05
40.0,1.4627872758407832e-05,5.871600316910578e-06,5.964754816178438e-06,1.1996694175376054e-05
41.0,7.919112300398339e-06,3.4355506793122597e-06,3.154371931980161e-06,6.399942880286751e-06
42.0,4.67204361826798e-06,1.9642525819256188e-06,1.866791290472743e-06,3.8058893367007158e-06
43.0,2.6395289200100557e-06,1.0982943557308392e-06,1.0525158295691903e-06,2.1570982490942574e-06
44.0,1.4925694668963033e-06,5.788661209379774e-07,6.312167961076326e-07,1.2223923199419035e-06
45.0,7.23134494791434e-07,2.924948391613051e-07,3.0110245621122204e-07,5.888187985151576e-07
46.0,3.8098599551031867e-07,1.5391961951841816e-07,1.5145387131726718e-07,3.138802388894634e-07
47.0,2.4794324451615683e-07,9.659379177658929e-08,1.0599917541260253e-07,2.0226138213526568e-07
48.0,1.5605633040088826e-07,7.135456581321128e-08,6.138925147383071e-08,1.244727440015768e-07
49.0,1.2807729408369588e-07,5.6771228199358825e-08,5.029470444314118e-08,1.0320495924864717e-07
50.0,8.130873586890744e-08,4.27264978559527e-08,2.167437128977803e-08,6.569458530775478e-08
51.0,7.897785839322564e-08,4.065908566969162e-08,2.1546756069000044e-08,6.418783507634519e-08
52.0,7.853053534687782e-08,3.444948972454312e-08,2.5339507146180813e-08,6.586491491814497e-08
53.0,6.784944835775451e-08,3.204087755466578e-08,2.2022927375797762e-08,5.5605040039360165e-08
54.0,6.40672173211424e-08,2.76224504832594e-08,2.71620836506833e-08,5.102773536350259e-08
55.0,5.701194954982711e-08,2.4367125205595645e-08,2.697449174366093e-08,4.392018210183134e-08
56.0,4.288064767509103e-08,2.1388133238385414e-08,2.7626964682877934e-08,2.4860581731395145e-08
57.0,2.992446727360155e-08,1.2903325561302945e-08,1.8903004116767848e-08,1.9278339306831747e-08
58.0,3.0466642592983364e-08,1.1345370753406523e-08,1.802791019075716e-08,2.1782867752211372e-08
59.0,3.019170725310716e-08,1.1552933930230961e-08,1.9142496321789868e-08,2.028875893275149e-08
60.0,2.698107419418306e-08,1.1555748111280095e-08,1.8157611932611887e-08,1.627096122438155e-08
61.0,1.804856560057921e-08,1.1011557466704178e-08,1.0159419027269542e-08,1.006392206966232e-08
62.0,1.578025569422857e-08,1.0510831325255137e-08,9.13626879879411e-09,7.420747069092829e-09
63.0,1.4418291683371677e-08,8.515803707128295e-09,9.65129591400666e-09,6.497746491570998e-09
