iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,2.552009681025236,0.8536782299221116,1.048356138324268,2.1644713671105484
2.0,0.6764863483715263,0.26476091411291985,0.3428133680064946,0.5196291298678096
3.0,0.24403601802645639,0.0821853020915395,0.11151644947707107,0.2009060370182021
4.0,0.04712687849028729,0.01765235286761861,0.022076707760734112,0.037708833035809027
5.0,0.017860537040494878,0.00746218483311174,0.007338833298326367,0.014472598478184306
6.0,0.006778548104988773,0.002694140917572786,0.0029328936087560016,0.005485294359250482
7.0,0.0034597023115056085,0.0014440662638013767,0.0014256202469418093,0.002802109851789818
8.0,0.002134571373416998,0.0008904864521724164,0.0008519320027390022,0.0017428828673831825
9.0,0.0013477632162128051,0.0005870901041802471,0.0005300057198957969,0.0010912766988384062
10.0,0.000841596935308084,0.000376749937072292,0.00032471440980067363,0.0006789001682897004
11.0,0.0005441120947880018,0.00025358631921455006,0.0001964096365449185,0.00043951701340687235
12.0,0.0004349874422974036,0.00020486337172105512,0.0001558756752035101,0.0003506391988403002
13.0,0.00042074408585603975,0.0001984089938937956,0.00015009447418692478,0.00033930974896609865
14.0,0.0003835516428886977,0.00018196434448504954,0.00013541639495308574,0.0003092947462803971
15.0,0.0003608423283900421,0.00017130112960313116,0.00012690491711113487,0.0002911327033633533
16.0,0.00032456967161152565,0.00015425333729131296,0.00011447364294400839,0.0002616240905108582
17.0,0.00018508220572646705,9.313782492846107e-05,6.018029761882967e-05,0.00014818603248173791
18.0,5.578170291343914e-05,2.762908900893311e-05,1.6405256936034233e-05,4.559714207406356e-05
19.0,2.4271883924743078e-05,1.0384800317427826e-05,9.488787699610579e-06,1.9779868038363436e-05
20.0,9.75502055634716e-06,4.007434612587662e-06,3.979495043367754e-06,7.95389923750619e-06
21.0,3.7468336402699756e-06,1.4623963428482447e-06,1.4809506824365965e-06,3.1155969476929156e-06
22.0,1.2037608992694892e-06,5.100407346754938e-07,4.428506178861429e-07,9.96384505007797e-07
23.0,4.1983997432677037e-07,2.2468256098305534e-07,1.7517667581502777e-07,3.083771766574101e-07
24.0,1.8723946080844986e-07,1.0598295961427454e-07,7.759378628608934e-08,1.3343699743709303e-07
25.0,1.2733296054251725e-07,6.97140952058273e-08,5.0159701790207315e-08,9.400868091018288e-08
26.0,7.465320459443778e-08,4.4185741088800866e-08,3.007547332832327e-08,5.211705234114605e-08
27.0,4.999838147908506e-08,2.8645174027536706e-08,3.349481530117495e-08,2.3609097894676705e-08
28.0,5.192113914283668e-08,2.6640636795425337e-08,2.732813878501133e-08,3.520303952176852e-08
29.0,5.2636103715007985e-08,2.6588708170198132e-08,2.2308020703704613e-08,3.957211422732178e-08
30.0,3.5074241612893196e-08,2.2657158429775706e-08,1.8250839144523475e-08,1.958985623041634e-08
31.0,3.251602633617943e-08,1.7788911757583485e-08,1.3884876521518578e-08,2.341061278903661e-08
32.0,3.3446503988938414e-08,1.7927498262734366e-08,1.5240322170057024e-08,2.3769855179924804e-08
33.0,3.419384975619085e-08,1.7046424954268978e-08,7.468539536776612e-09,2.868553075358784e-08
34.0,2.580399476707951e-08,1.493505418270595e-08,7.820491862376075e-09,1.9535357931955422e-08
35.0,3.750219771621062e-08,1.64309335437466e-08,4.5712623008123006e-09,3.339974277451712e-08
36.0,3.454976699267681e-08,1.8329840537310246e-08,6.227154641218333e-09,2.861688121021211e-08
37.0,3.142097155755765e-08,1.5160434380974344e-08,8.029933077760043e-09,2.632411171849324e-08
38.0,3.3602568526979366e-08,1.7520619322623484e-08,1.2063449728464926e-08,2.6012183507173253e-08
39.0,4.096939922204324e-08,1.8862386789624116e-08,2.0380123855338146e-08,3.0122293884344994e-08
40.0,3.68196336005042e-08,1.658521135821671e-08,1.9678906530402258e-08,2.633166953397275e-08
