step, iter, fidelity, l2_error_abs, l2_error_rel, l2_error_normalized, linsys_residual
0, 0, 0.9981389133139412, 0.06850395970224522, 0.04665153803467487, 0.04315035809443488, 0.6842645798885141
1, 0, 0.9996384897903641, 0.014120633008945189, 0.022988558945684964, 0.01901428115787877, 0.1625367137332604
2, 0, 0.9998337866291036, 0.010934627927179218, 0.035953363229020686, 0.012892644344426713, 0.09065320519236685
3, 0, 0.9984380153518476, 0.006092638386072088, 0.03958659988359443, 0.039529673335278064, 0.05648562467346561
4, 0, 0.9969955805382856, 0.00549530622774561, 0.0759325537668932, 0.05483319698965755, 0.02369422283325878
5, 0, 0.9961206596450882, 0.004240123734877678, 0.12890939741085844, 0.062314604955109175, 0.017752125725400632
6, 0, 0.9959399518845627, 0.0025385503812106617, 0.1702845270370789, 0.06375090195538155, 0.013651846887269954
7, 0, 0.995708097001599, 0.002736282825456333, 0.40929808314817845, 0.0655478299805779, 0.01682074855690633
8, 0, 0.9972900696395367, 0.002150856715235513, 0.5404723524497499, 0.052074646258462635, 0.014383403963996901
9, 0, 0.9971016829144419, 0.0016772544963870465, 0.618982078631532, 0.05385554934155708, 0.011095002672509456
10, 0, 0.9971550973144104, 0.0012006116749002384, 0.6012256735062018, 0.05335662036408363, 0.007658490480594884
11, 0, 0.9983164876859099, 0.0008526491473270009, 0.5917385311500744, 0.041039267349348915, 0.005391725974103417
12, 0, 0.9982163424362845, 0.0006180654688767449, 0.5973337775931281, 0.04224279385174528, 0.003873072304469976
13, 0, 0.996547431907775, 0.0006560372538947261, 0.8688763370104454, 0.05878395448032769, 0.004198617290877564
14, 0, 0.9973544716064273, 0.0006675830810875976, 0.9669578374065069, 0.05145172899771855, 0.0042665273803055475
