xp, rho, u, p, Mach
0.025,0.9999104052639045,1.5000219101506613,0.7141520183831589,1.5000951077803724
0.075,0.9995574747317236,1.5001715079384899,0.7136988046651311,1.500456108477183
0.125,0.9986941906789484,1.5005769731421712,0.7126950882627133,1.5012694217774372
0.175,0.9964956069676694,1.5017257160227524,0.7103160479629662,1.5032751586382629
0.225,0.9901612789053599,1.5056453762446764,0.7037568619858828,1.5093860267155546
0.275,0.9734319578240143,1.517179828051856,0.6868175256111285,1.5265293464631755
0.325,0.937149626990658,1.5431676053155416,0.6508149397698186,1.5650376559833399
0.375,0.8735387262001311,1.5886777671686603,0.5894608029817388,1.634501847730827
0.425,0.7842249509856638,1.6520735905065989,0.5064527179256685,1.737465723835847
0.475,0.6859377459757909,1.7237537063558481,0.4187520643101698,1.8645544294371508
0.525,0.6017209273294657,1.790190743162499,0.3464053037892082,1.9940708318481266
0.575,0.5435973099201294,1.8405516630230832,0.29813319274972266,2.1004748137426743
0.625,0.5094354697893843,1.8719443527425508,0.27072921509336895,2.1702309077779844
0.675,0.49161644937820814,1.8878433288196725,0.25715466935428727,2.2060630846958564
0.725,0.4832992770938132,1.8934598691391638,0.25157533883536404,2.2180234157421714
0.775,0.47997798911291584,1.893279537182905,0.25019995860145205,2.2162449926481984
0.825,0.4791120490191107,1.8904128320760123,0.25078244312194653,2.2083231273149106
0.875,0.47937421205429415,1.8865611329207288,0.25216715439033743,2.198365702763999
0.925,0.47997429199231867,1.8829480806115988,0.25362806807511334,2.1891960650800377
0.975,0.4803545888513624,1.8808457803421323,0.25449031199585553,2.1839088797246204
