xp, rho, u, p, Mach
0.025,0.9997939684489284,1.5001267424902984,0.7140796302433671,1.500188628877857
0.075,0.9992768171215864,1.5004073055038964,0.7135625301203923,1.5006245248478487
0.125,0.9982987689211431,1.5008453596298599,0.7125858389615682,1.5013557202411474
0.175,0.9959182523302434,1.5020338822378823,0.7102066289479957,1.5032637906539665
0.225,0.9892062166489576,1.5061816005764146,0.7034822584753094,1.509489735089829
0.275,0.9720803374481676,1.5179729257396233,0.6863780562218896,1.526755143823814
0.325,0.9358258616786546,1.5437059889658111,0.6506788686538875,1.5646411254596118
0.375,0.87310292505183,1.5876843437043973,0.5905975343894975,1.6314998987294895
0.425,0.7855909829895111,1.6475270402585032,0.5100197575091822,1.728117539852513
0.475,0.6895914594157893,1.7132305536209913,0.42560106902622424,1.8430892884039942
0.525,0.6074607708260387,1.7722206260369386,0.3565158511122146,1.9551202120504259
0.575,0.5507347432634009,1.8161371102816597,0.31051508013941986,2.044158203493585
0.625,0.5172041024696861,1.843913048344406,0.28405432416444043,2.1028422673873606
0.675,0.49931414939487606,1.8594216319780972,0.2702042660983539,2.1362628940409976
0.725,0.4903658140591785,1.8673848013639522,0.26336621590514064,2.1535247276142337
0.775,0.486066565620713,1.8712664695281676,0.26010895556140273,2.1619310536286833
0.825,0.48405297030989713,1.8730993690278537,0.25859178114464687,2.1658874542522284
0.875,0.48312202041996455,1.8739520919404962,0.25789278376763597,2.1677205132366675
0.925,0.4826865557677855,1.874366038612753,0.2575665401191392,2.1685940813173907
0.975,0.4824765491280143,1.874556745593302,0.25740940428612846,2.1690046031763415
