xp, rho, u, p, Mach
0.025,0.9997939687323519,1.5001267422177413,0.7140796304838065,1.5001886285653607
0.075,0.9992768176304281,1.500407305007065,0.7135625305132918,1.5006245243198773
0.125,0.9982987687604723,1.5008453598983664,0.7125858386539555,1.501355720712984
0.175,0.9959182501774021,1.5020338847896455,0.7102066266196299,1.5032637940472189
0.225,0.9892062114227647,1.5061816067952734,0.7034822529939413,1.5094897432156587
0.275,0.972080329185379,1.5179729359058813,0.6863780476043088,1.526755157144418
0.325,0.9358258516589959,1.543706001973277,0.6506788582458897,1.5646411427810503
0.375,0.8731029148988932,1.587684357955051,0.5905975239948357,1.6314999182448169
0.425,0.785590974087553,1.647527054134169,0.5100197487341133,1.7281175594822364
0.475,0.6895914528605982,1.7132305649123132,0.4256010631581742,1.843089304497015
0.525,0.6074607672057152,1.7722206321181666,0.35651584883068704,1.955120219189138
0.575,0.5507347426982736,1.8161371093143464,0.31051508133569805,2.0441581974184118
0.625,0.5172041049064758,1.843913039777149,0.2840543282804018,2.102842247335648
0.675,0.4993141547923152,1.859421616120322,0.27020427254585144,2.136262861881123
0.725,0.4903658224010668,1.8673847786193964,0.26336622429412176,2.1535246854039154
0.775,0.48606657669077946,1.871266440571604,0.26010896560414676,2.161931003057236
0.825,0.484052983702761,1.8730993348511782,0.25859179257107556,2.165887396844231
0.875,0.48312203572250995,1.8739520534830365,0.2578927963762621,2.1677204500899907
0.925,0.48268657256223674,1.8743659966796218,0.25756655375636056,2.1685940131189003
0.975,0.4824765667770969,1.8745567015257096,0.2574094185734659,2.16900453166351
