xp, rho, u, p, Mach
0.025,0.9997940384232764,1.500126658243608,0.7140796974634024,1.5001885265155852
0.075,0.9992770626284391,1.5004070149720286,0.7135627709147246,1.5006241654184018
0.125,0.9982993101359731,1.5008447275638321,0.7125863711686725,1.5013549342739074
0.175,0.9959192006423202,1.5020327731018333,0.7102075680337708,1.503262402451983
0.225,0.9892076193446795,1.5061799389607406,0.7034836611390575,1.5094876351795623
0.275,0.9720821183708674,1.5179707536865574,0.6863798474573594,1.5267523655900102
0.325,0.9358278030126148,1.5437034939278784,0.6506808223040371,1.5646378705797133
0.375,0.8731047422893288,1.5876818024373505,0.5905993472827332,1.6314964811806663
0.425,0.7855923985699754,1.647524820451612,0.5100211246215866,1.7281144523212604
0.475,0.689592268422355,1.7132291710674072,0.42560173848227106,1.8430874326251572
0.525,0.6074608990160427,1.7722206305422554,0.3565157032928599,1.9551208286294806
0.575,0.5507342266219152,1.8161387804638667,0.3105141794849053,2.0441620891298853
0.625,0.517203024569796,1.8439162781704466,0.28405285594252216,2.1028491941141256
0.675,0.49931260883184864,1.8594260711422805,0.27020244315702363,2.1362719047785683
0.725,0.49036390736086355,1.8673900715935896,0.26336420976103386,2.153534820687093
0.775,0.4860643703729952,1.8712723106762912,0.2601068555807087,2.161941647241459
0.825,0.4840505407829726,1.8731056550556218,0.2585896093277103,2.1658983827066574
0.875,0.48311940151314076,1.873958752389796,0.2578905361168609,2.1677317887849736
0.925,0.48268379888114693,1.8743730086443802,0.2575642134488089,2.1686057472550724
0.975,0.4824737246960602,1.8745638827304605,0.2574070291108705,2.1690165196724993
