xp, rho, u, p, Mach
0.025,0.9997940003000817,1.5001267068675577,0.7140796622133293,1.5001885835675688
0.075,0.9992769227532493,1.5004071833489423,0.713562636028309,1.5006243706269455
0.125,0.9982989501211166,1.5008451469732917,0.7125860212839344,1.5013554516982968
0.175,0.9959184812095065,1.5020336107193255,0.7102068598769541,1.5032634472524533
0.225,0.989206452810181,1.5061813167287093,0.7034824966758083,1.5094893752469696
0.275,0.9720805441842955,1.5179726716074389,0.6863782637302558,1.5267548197847292
0.325,0.9358260157848042,1.5437057907644416,0.6506790217167281,1.5646408693685014
0.375,0.8731030176905668,1.5876842136424891,0.5905976256856695,1.6314997255308297
0.425,0.7855910190435997,1.6475269798147956,0.5100197955283435,1.72811745169663
0.475,0.6895914533218487,1.7132305531184349,0.42560107319010987,1.8430892707036575
0.525,0.6074607353053789,1.7722206735983999,0.3565158385219833,1.955120241880743
0.575,0.5507346831137,1.8161372063429742,0.310515055353612,2.0441582815710357
0.625,0.517204017368561,1.8439132049889237,0.2840542820893265,2.102842428767072
0.675,0.4993140385504334,1.8594218617189573,0.27020419976572546,2.13626318308518
0.725,0.4903656785632527,1.8673851072982584,0.2633661217029027,2.1535251680424334
0.775,0.48606640753035274,1.8712668470234441,0.26010883391626827,2.161931643717782
0.825,0.4840527927229001,1.8730998081001047,0.2585916356166305,2.1658881741013993
0.875,0.4831218279253459,1.8739525779112545,0.25789262019747006,2.167721330983671
0.925,0.4826863527623267,1.8743665551444464,0.25756636480572165,2.1685949609344477
0.975,0.48247633940480783,1.8745572813711924,0.25740922213497575,2.1690055191288358
