xp, rho, u, p, Mach
0.025,0.9997939689373264,1.5001267419863542,0.7140796306906921,1.5001886282704262
0.075,0.9992768182978102,1.500407304230386,0.7135625311866625,1.5006245233361428
0.125,0.9982987698903005,1.500845358564387,0.7125858397986173,1.5013557190222826
0.175,0.995918251575447,1.5020338831170381,0.7102066280430123,1.5032637919219576
0.225,0.9892062128128404,1.5061816051018817,0.7034822544161834,1.5094897410532675
0.275,0.9720803303298621,1.5179729344674033,0.6863780487819333,1.5267551552866505
0.325,0.9358258524285141,1.543706000942983,0.6506788590476734,1.5646411414160806
0.375,0.8731029152661656,1.5876843573869075,0.5905975244019571,1.6314999174418132
0.425,0.7855909741031631,1.6475270540278493,0.5100197488132711,1.728117559253779
0.475,0.6895914526222092,1.7132305652202535,0.42560106302360906,1.8430893048010932
0.525,0.6074607667983034,1.772220632777309,0.3565158485787975,1.9551202199513529
0.575,0.5507347421638316,1.8161371102943766,0.31051508100479774,2.0441581986188235
0.625,0.5172041042603819,1.8439130410745526,0.28405432786831886,2.1028422490271135
0.675,0.49931415404955554,1.8594216177200482,0.2702042720448614,2.136262864110555
0.725,0.49036582158625425,1.8673847804646566,0.2633662237102501,2.1535246881298677
0.775,0.4860665758228069,1.871266442605604,0.2601089649486441,2.1619310062010397
0.825,0.48405298279299713,1.8730993370354685,0.25859179185516107,2.165887400332733
0.875,0.48312203478529375,1.8739520557727265,0.25789279561695794,2.1677204538271932
0.925,0.48268657161118605,1.874365999022668,0.25756655297349973,2.168594016988992
0.975,0.48247656581790543,1.874556703897923,0.2574094177786052,2.1690045356011476
