xp, rho, u, p, Mach
0.025,0.9998487181478071,1.5000711515792242,0.7141231115659881,1.5001284377096624
0.075,0.9994357284659626,1.5002418941343647,0.71369079123491,1.5004435465897454
0.125,0.9985618979351987,1.5005694432717664,0.7127995166401274,1.5010524846738753
0.175,0.9962664774144699,1.5016675554300074,0.7104888280965602,1.5028613368491421
0.225,0.9896226062628971,1.5057430926800286,0.7038177097677023,1.5090080973879019
0.275,0.972555834776781,1.5174658748109762,0.6867576791033075,1.5261964014326643
0.325,0.9363356593960751,1.5431406234396745,0.651078921995904,1.5640133301923784
0.375,0.8735857616777951,1.5871084266578268,0.5909613263963283,1.6308567774058604
0.425,0.7859629832970977,1.6470441184174778,0.510269507914477,1.7275970443973327
0.475,0.6897884564140643,1.7129888648164424,0.42567077909879314,1.8429415603646244
0.525,0.6074607477007075,1.772371460718336,0.3563746943324601,1.9556737734890948
0.575,0.5505506342704153,1.8167579199033161,0.31017618072570796,2.045631750842104
0.625,0.5168692585402667,1.8449644652789237,0.28356424026461213,2.105176960939066
0.675,0.4988743826984713,1.8607756190890394,0.2696251252296513,2.1391705499339384
0.725,0.48986913213509425,1.868887658139263,0.2627562059343549,2.156665168358887
0.775,0.48554458845507453,1.8728173194796636,0.2594998678734801,2.165097146738034
0.825,0.48351959412741835,1.8746626750458444,0.2579904152362628,2.169024052788942
0.875,0.482585485505094,1.875515344330255,0.2572978759803826,2.1708290821793885
0.925,0.4821544656551492,1.8759202592920896,0.2569769768970607,2.171682565017288
0.975,0.48195202044965185,1.8760938546733308,0.2568249659254219,2.1720700440265173
