xp, rho, u, p, Mach
0.025,0.999799561444025,1.5001203691952532,0.7140854781330018,1.5001803086526087
0.075,0.9992963660390609,1.5003843508050279,0.7135827424243565,1.5005949922324686
0.125,0.9983336951294705,1.5008038298640582,0.7126219093208687,1.5013024416987706
0.175,0.9959643731932694,1.5019785596429704,0.7102543442828938,1.5031927338011422
0.225,0.9892564054877362,1.5061205437215943,0.7035343309861518,1.509410972114021
0.275,0.9721267532023496,1.5179148115044716,0.6864264227829416,1.5266793531496572
0.325,0.935862344583247,1.5436576813356058,0.6507171684242123,1.5645766142042838
0.375,0.8731268026067359,1.5876494577126115,0.5906231205978482,1.6314510194610266
0.425,0.7856033670482617,1.647505617035069,0.5100341542491105,1.7280842996401828
0.475,0.6895954005739813,1.7132200832318207,0.4256082885321521,1.8430676591758328
0.525,0.6074586152092337,1.7722188258335632,0.3565193360527792,1.9551052015717805
0.575,0.5507269519916739,1.8161452318282714,0.31051551796358917,2.044151444084174
0.625,0.5171898539174915,1.8439358030186672,0.28405014378611115,2.102854724736507
0.675,0.4992922877447683,1.859464438886975,0.2701932467753094,2.136308867651619
0.725,0.4903355489334805,1.8674512646514696,0.26334676646939875,2.1536144375111683
0.775,0.48602802439462517,1.8713566971276048,0.2600809246376871,2.162066080324287
0.825,0.4840072071954914,1.8732102171616414,0.25855631093004255,2.1660617986492996
0.875,0.48307051134851536,1.8740790257292859,0.2578515797861099,2.1679249702378143
0.925,0.48263068442121143,1.8745044583355115,0.2575212755730302,2.168819289994666
0.975,0.4824179183087273,1.8747025573917189,0.2573616744072843,2.1692426390640827
