xp, rho, u, p, Mach
0.025,0.9999999999999996,1.5000000000000007,0.7142857142857142,1.5000000000000007
0.075,0.9999999999999996,1.5000000000000007,0.7142857142857142,1.5000000000000007
0.125,0.9999999999999996,1.5000000000000007,0.7142857142857142,1.5000000000000007
0.175,0.9999999999999996,1.5000000000000007,0.7142857142857142,1.5000000000000007
0.225,0.9999999999999996,1.5000000000000007,0.7122767713822016,1.5021138500294475
0.275,0.9952128439867479,1.5072152746653797,0.7100917998635548,1.508037031876185
0.325,0.9917025374524147,1.512550329712124,0.6755632870771499,1.5488291327029806
0.375,0.9860673233279327,1.4922921157456612,0.6706987351766366,1.5292530895700824
0.425,0.9563894121018177,1.540944034113283,0.6104541184016297,1.6300979966296998
0.475,0.9346141862165412,1.508360201979883,0.5985339126836656,1.5929892695782344
0.525,0.835380090291646,1.564278291725244,0.5600223308171786,1.6146908654810377
0.575,0.8052930303729472,1.6108945098392304,0.5332331487172542,1.6730983999239672
0.625,0.8321756007373434,1.5845296447420658,0.5247379370189675,1.686446654700713
0.675,0.8012032066120202,1.6196893948968623,0.5180364026460139,1.7023894558416957
0.725,0.8456229202940941,1.5331675842565364,0.5494405938561883,1.6075097363697826
0.775,0.8365194282483338,1.5348853837141858,0.5421696474068309,1.6113220429313513
0.825,0.8352792799860573,1.5490483041207623,0.5323207057138696,1.639948150346424
0.875,0.7871307089983597,1.6467506679203783,0.5058899638447586,1.7360379980310867
0.925,0.8117582638823525,1.5605518544458705,0.5523563629976062,1.5988873439688975
0.975,0.8137230582520981,1.5904295071857273,0.5309160489883893,1.6640860931154409
