iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,7.671389072045077,1.9875319455459421,2.859482421405922,6.835443463433628
2.0,5.518700029663859,1.4941324471235087,2.086864988094829,4.885551429401656
3.0,4.161830326377691,1.1964001060204545,1.5738956465638605,3.662282204527473
4.0,3.1046845793757885,0.9660917452507644,1.135912847344099,2.7231296481090963
5.0,2.3362163761789425,0.79936650386891,0.8132969677469036,2.03898705024646
6.0,1.8226335357803793,0.6792482764807608,0.6033891289833082,1.5800431461431574
7.0,1.4925424823591567,0.593068862144976,0.47896897845749087,1.283176178112844
8.0,1.2562054713171622,0.5228582647132094,0.39520479659842284,1.0716737329681383
9.0,1.0942591203423366,0.46366073294066606,0.3461470751979305,0.9287647439008584
10.0,0.9613335085277078,0.40859410814298297,0.30899904456289007,0.8134694584729373
11.0,0.8305449332320778,0.3569380697802828,0.2735935217888342,0.698245433421648
12.0,0.721946562640552,0.30783865080216305,0.24549350887450788,0.605124071146814
13.0,0.6172086679270419,0.261011259076862,0.21679358052206135,0.5155775459073147
14.0,0.5168330666345987,0.2171501036927921,0.1865042649795973,0.4303236112248006
