iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,12.775403948198408,3.215264448144496,4.8807806518659245,11.36006165460878
2.0,9.474778214843061,3.206857420463234,4.4418997625142875,7.730266114763453
3.0,9.293511414358441,3.2564875434494773,4.463972446466995,7.472455639570736
4.0,6.583335015981688,3.2432172173818086,3.963123094733875,4.137088027769751
5.0,5.336645138079502,2.266389900539465,2.2132732363030585,4.294726968037071
6.0,2.2381359299890793,1.0744212314264667,1.0485283613385836,1.6599577506782333
7.0,1.9501194634454304,0.9339214027395606,0.9121797213404099,1.4486838479078163
8.0,1.7806680752716582,0.6511249217436609,1.1351275029306782,1.2076012101129852
9.0,0.9367735795657954,0.403151651646115,0.635782489159474,0.5574891134593629
10.0,0.9172898443326102,0.3609967314491633,0.5424981468571435,0.6455987755993114
11.0,0.9173198178603357,0.3598356284549576,0.5427858480559631,0.6460475925842571
12.0,0.775295096365738,0.3283424656537144,0.260244537113932,0.652339246557766
13.0,0.7710291465954077,0.324129447664012,0.2604472321529512,0.6493021525611414
14.0,0.7349106969875806,0.29970620175632456,0.26810940866915706,0.6151319128111007
