case_id,NQ_MATRIX,nx,ny,grid_size,matrix_size,condition_number,circuit_qubits,circuit_gates,circuit_depth,circuit_gates_transpiled,circuit_depth_transpiled,qc_shots,qc_backend
hs_fez_2x2_0,2,2,2,4,4,1.0,156,3519,2587,3519,2587,100,ibm_fez
hs_fez_2x2_1,2,2,2,4,4,1.0,156,3501,2604,3501,2604,1000,ibm_fez
hs_fez_2x2_2,2,2,2,4,4,1.0,156,3528,2614,3528,2614,10000,ibm_fez
hs_fez_2x2_3,2,2,2,4,4,1.0,156,3492,2567,3492,2567,100000,ibm_fez
