[burgers] q=8 N=256 nu=1.0e-01 cfl=0.1 dt=3.9063e-04 n_steps=400 method=cole_hopf_circuit
[burgers] running classical FTCS baseline ...
[burgers] FTCS blowup at step 29/400 (t=1.1328e-02); padding remaining steps with NaN
[burgers] classical done 0.24s
[burgers] running method=cole_hopf_circuit ...
[cole_hopf_circuit] propagator=qft-diagonal q=8 nu=1.0e-01 dt=3.9063e-04 n_steps=400 shots=150000
[_run_shots_measure_reprepare] n_segments=100 segment_size=4 shots=150000
[_run_shots_measure_reprepare] fast path: fully deferred (no reset), width=16 (SV 0.00 GiB), sample-once.
[_run_shots_measure_reprepare] segment 1/100 steps 1-4 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 1/100 done in 65.3s p_success=0.9997 cumulative_norm=1.2959e+01
[_run_shots_measure_reprepare] segment 2/100 steps 5-8 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 2/100 done in 77.1s p_success=0.9994 cumulative_norm=1.2955e+01
[_run_shots_measure_reprepare] segment 3/100 steps 9-12 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 3/100 done in 57.7s p_success=0.9993 cumulative_norm=1.2951e+01
[_run_shots_measure_reprepare] segment 4/100 steps 13-16 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 4/100 done in 61.4s p_success=0.9993 cumulative_norm=1.2947e+01
[_run_shots_measure_reprepare] segment 5/100 steps 17-20 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 5/100 done in 54.3s p_success=0.9993 cumulative_norm=1.2942e+01
[_run_shots_measure_reprepare] segment 6/100 steps 21-24 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 6/100 done in 47.9s p_success=0.9993 cumulative_norm=1.2937e+01
[_run_shots_measure_reprepare] segment 7/100 steps 25-28 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 7/100 done in 88.4s p_success=0.9993 cumulative_norm=1.2933e+01
[_run_shots_measure_reprepare] segment 8/100 steps 29-32 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 8/100 done in 87.0s p_success=0.9993 cumulative_norm=1.2928e+01
[_run_shots_measure_reprepare] segment 9/100 steps 33-36 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 9/100 done in 48.2s p_success=0.9993 cumulative_norm=1.2924e+01
[_run_shots_measure_reprepare] segment 10/100 steps 37-40 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 10/100 done in 55.4s p_success=0.9992 cumulative_norm=1.2919e+01
[_run_shots_measure_reprepare] segment 11/100 steps 41-44 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 11/100 done in 57.5s p_success=0.9992 cumulative_norm=1.2914e+01
[_run_shots_measure_reprepare] segment 12/100 steps 45-48 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 12/100 done in 80.7s p_success=0.9992 cumulative_norm=1.2908e+01
[_run_shots_measure_reprepare] segment 13/100 steps 49-52 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 13/100 done in 63.7s p_success=0.9992 cumulative_norm=1.2903e+01
[_run_shots_measure_reprepare] segment 14/100 steps 53-56 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 14/100 done in 55.5s p_success=0.9992 cumulative_norm=1.2898e+01
[_run_shots_measure_reprepare] segment 15/100 steps 57-60 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 15/100 done in 66.4s p_success=0.9992 cumulative_norm=1.2893e+01
[_run_shots_measure_reprepare] segment 16/100 steps 61-64 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 16/100 done in 63.7s p_success=0.9992 cumulative_norm=1.2887e+01
[_run_shots_measure_reprepare] segment 17/100 steps 65-68 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 17/100 done in 54.0s p_success=0.9992 cumulative_norm=1.2882e+01
[_run_shots_measure_reprepare] segment 18/100 steps 69-72 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 18/100 done in 68.6s p_success=0.9991 cumulative_norm=1.2876e+01
[_run_shots_measure_reprepare] segment 19/100 steps 73-76 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 19/100 done in 31.5s p_success=0.9991 cumulative_norm=1.2871e+01
[_run_shots_measure_reprepare] segment 20/100 steps 77-80 depth=1037 transpiling ...
