xp, rho, u, p, Mach
0.025,1.0,1.5,0.7142857142857144,1.5
0.075,1.0,1.5,0.7142857142857144,1.5
0.125,0.9869705924731004,1.5198021211973265,0.7053597247047694,1.5193918961251516
0.175,0.9894451824633278,1.5160011151558617,0.7041815641200049,1.5187596369399967
0.225,0.9857052126051059,1.5145964049491876,0.6954518948097996,1.5239575962791412
0.275,0.966611365139467,1.5310353438798359,0.6889963883331193,1.5326347721397748
0.325,0.9583118103679873,1.5331476565372932,0.6553962841338421,1.5668282688956203
0.375,0.896862622232775,1.5729108610608291,0.5987916057270067,1.6269162763485123
0.425,0.8048561384369393,1.650768234605998,0.5251423194540298,1.7272003078028326
0.475,0.7336807676560632,1.6835028390237834,0.45267889445090775,1.8113746244160132
0.525,0.6449506897033166,1.7544949993123389,0.38599631513883415,1.9167249374883037
0.575,0.6131754056561064,1.7556317910224928,0.34692671581917794,1.9726176275338239
0.625,0.5761761895533221,1.7926117187105561,0.3189257551503832,2.036362405358294
0.675,0.5646218162039229,1.7889976369524574,0.3209520817879574,2.0054160107499595
0.725,0.5443350789039321,1.8038676734072017,0.3112730598034091,2.016058137909975
0.775,0.5578535982403953,1.7721188725808097,0.3149123070143844,1.9933985382552848
0.825,0.539101490525946,1.8296120548199442,0.30605718663400266,2.052243886583444
0.875,0.5608907242200452,1.7668429030610293,0.31369827737420325,1.9967191381445633
0.925,0.564196543914577,1.7530815218670173,0.31835468899917574,1.9724121976062037
0.975,0.5618859115091304,1.7559870676451728,0.32289896566089,1.9577085602483453
