iters, residual
0.0,12.375368413827264
1.0,3.067896107222324
2.0,1.3582669342301108
3.0,0.2763714227021996
4.0,0.09218640681121157
5.0,0.043306303298975016
6.0,0.015579532872766557
7.0,0.00794051600448351
8.0,0.0032356832574369776
9.0,0.0018690070575444894
10.0,0.0014143786294371064
11.0,0.0011614440907096659
12.0,0.0009462408433707261
13.0,0.000815237164810085
14.0,0.0007695746403902172
