iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,5.707763863476335,2.049816881433577,3.435979144837426,4.070732905760152
2.0,2.1246344715465804,0.5654163322119254,1.65805656656122,1.202174875396774
3.0,1.2133868628546662,0.2950252508573453,1.0546899646952304,0.5223953088189273
4.0,0.5041785381274319,0.2249842464826859,0.2813135976181795,0.35276160071363966
5.0,0.44086676899677013,0.19710108914989194,0.2573284643454746,0.2988255847466505
6.0,0.20588872026140181,0.08974481194981163,0.08706170018640295,0.16357351319704425
7.0,0.15456965750756327,0.06840675790827783,0.05580379735453489,0.12687880317569866
8.0,0.08799093111068432,0.04555708367619827,0.034003085578077186,0.06716208942413139
9.0,0.06471107842019912,0.03195510707345765,0.02766477820455335,0.049000559681720846
10.0,0.06062461780408395,0.029535817211082716,0.02666560503824352,0.04573756982513571
11.0,0.04991774308971825,0.024155064347176302,0.022202149553828404,0.03762151640676281
12.0,0.03391284977094638,0.01715909530993517,0.010056555475993509,0.0274683912832478
13.0,0.016867948736778035,0.007983699078174391,0.0109723432662879,0.010019776787058461
14.0,0.010935412165950086,0.00502069735841025,0.008019616647117995,0.005482844709430445
