step, iter, fidelity, l2_error_abs, l2_error_rel, l2_error_normalized, linsys_residual
0, 0, 0.9978055095181703, 0.05596277579160999, 0.04776611140667372, 0.04685825169368476, 0.31795450267745284
1, 0, 0.9992267960539819, 0.01689271669809954, 0.028552674103144264, 0.02780923344706976, 0.17690158212989243
2, 0, 0.999250420919963, 0.011301934105424918, 0.033629118006747886, 0.027381008014798466, 0.14123259136105856
3, 0, 0.9997988483972077, 0.003426793036285055, 0.016143203641328756, 0.014183149132030844, 0.06617183215837105
4, 0, 0.9997711470851848, 0.002444064066796438, 0.01736049252002597, 0.015128318139438776, 0.041457493621687866
5, 0, 0.9991424486772792, 0.0036392944020641575, 0.04016442609009605, 0.029287117477837406, 0.03176123429027915
6, 0, 0.9991869009986271, 0.0018674497853921924, 0.03521765817543562, 0.02851779008091465, 0.019043310727891633
7, 0, 0.999508263571882, 0.0013649154707127329, 0.04618169633838663, 0.02217649418110026, 0.014969324459273091
8, 0, 0.9988089370326576, 0.0007827696031051615, 0.04920643190752872, 0.03451692101647087, 0.011804899295976987
9, 0, 0.9977784326382433, 0.0010576690968031855, 0.12551099639876773, 0.04714660724355004, 0.008913222059546928
10, 0, 0.9981909372315514, 0.0008024713391883886, 0.17549593427211066, 0.04254270426733042, 0.005912634661124894
11, 0, 0.9983185421020359, 0.0006417968945009649, 0.255079494540899, 0.041014208733094595, 0.0052018747770811785
12, 0, 0.9984883841322391, 0.0004449780245987793, 0.2982894333517117, 0.038886855691244226, 0.003835819598084912
13, 0, 0.9976522427513796, 0.0003668561833276652, 0.4071982388079708, 0.04846789514317397, 0.0031369310741975313
14, 0, 0.9985909650229706, 0.0003056401007371331, 0.5145445650623044, 0.03754373012775236, 0.002789628088266236
15, 0, 0.9986753162941435, 0.0002162195488003038, 0.5108967592770305, 0.03640223473064546, 0.002021567094840841
16, 0, 0.9987569650179084, 0.0001568623381915057, 0.5282343174826476, 0.03526218238196292, 0.0014938812495923176
17, 0, 0.9988856930045529, 0.00011831728049951226, 0.5581764324015479, 0.03338588906292431, 0.0011240891550655825
18, 0, 0.9989748493472066, 0.00011554923060491476, 0.7463819598947192, 0.032022078648697286, 0.0011226614665024476
19, 0, 0.9986238755816135, 0.00012626379907690766, 0.9627018446221319, 0.03710253594739768, 0.001234906298691896
20, 0, 0.9987137653943117, 0.00011654815000621707, 0.9088539538408738, 0.03586988251501262, 0.0011351122653127696
21, 0, 0.998996910474366, 0.0001212193044716847, 0.9989601171979464, 0.03167556141679602, 0.001181568532937378
22, 0, 0.998632109081467, 0.00011961783446494997, 0.9863657001466335, 0.03699133708446341, 0.0011649499778367063
23, 0, 0.9986418636990009, 0.00011950807961090662, 0.9935546211950003, 0.03685916095351503, 0.001163827928874634
24, 0, 0.9986702554626268, 0.0001189528887505945, 0.9926795694328587, 0.036471727202519094, 0.001158092241603615
25, 0, 0.9985864369433913, 0.00011458367816938082, 0.9603638509097769, 0.03760402837203348, 0.0011120609363235977
26, 0, 0.9983809461468153, 0.00010842648458353084, 0.9305905696629707, 0.04024561737461467, 0.0010493957844915087
27, 0, 0.9989699672887911, 9.841659896377844e-05, 0.8804473709968019, 0.032098256800971836, 0.0009511116026987962
28, 0, 0.9987739536725103, 8.622656911842385e-05, 0.827434637520361, 0.03502031346744148, 0.0008237308403778672
29, 0, 0.9983294573539556, 5.2122945570866595e-05, 0.5541557212596765, 0.040880813440160896, 0.00048180380506307544
30, 0, 0.9984127120486384, 4.879901136989766e-06, 0.0680905984153507, 0.039848692857679495, 2.3089875912884337e-05
31, 0, 0.9983891824320419, 1.7241227950771043e-06, 0.040145470011474574, 0.04014307878295276, 1.9005787163074498e-05
32, 0, 0.9994108763286523, 7.709525954362231e-07, 0.026528158577573995, 0.024273657811499344, 7.698513126471126e-06
33, 0, 0.9997636088878535, 3.106787393918437e-07, 0.015754131160386972, 0.01537547020301571, 5.813226266901762e-06
34, 0, 0.9997704783941089, 2.3683104390531128e-07, 0.018320519994453596, 0.015150405189592465, 3.1349215834193413e-06
35, 0, 0.9996341938946791, 2.58539830823553e-07, 0.03168854947312814, 0.019126932970994513, 2.4870602795761055e-06
36, 0, 0.9995441886163519, 1.6875878562811442e-07, 0.03302147245050211, 0.02135095633261897, 2.0414957987419637e-06
37, 0, 0.9993820382213127, 7.44426908646908e-08, 0.024859066013490982, 0.02486075777151627, 7.462995553872354e-07
38, 0, 0.9994343148166545, 4.296041600300039e-08, 0.025455994608468185, 0.02378581941504781, 7.186532897801673e-07
