dq_lu, dq_hhl,
1.1794226407909428e-10,0.0
-4.543090979226721e-10,-3.783486883083532e-10
-3.8621115186728455e-10,-0.0
-5.592861911226302e-10,-0.0
-5.531368792793599e-10,-0.0
-1.535165847684225e-09,-0.0
-1.2620891544565028e-09,-3.7834922142693653e-10
-1.0950385642146304e-09,-3.783491756781608e-10
-2.3572081247532725e-09,-1.1964457311491174e-09
-3.1718508801281445e-10,-0.0
3.651732968145527e-11,0.0
1.3963521181871377e-09,5.350666411327164e-10
4.04204221023053e-09,1.3641582614106412e-09
3.793583914659724e-09,1.5599746282936683e-09
8.213508071207871e-09,3.1199496991233503e-09
