[burgers] q=8 N=256 nu=1.0e-02 cfl=0.1 dt=3.9063e-04 n_steps=400 method=cole_hopf_circuit
[burgers] running classical FTCS baseline ...
[burgers] classical done 0.76s
[burgers] running method=cole_hopf_circuit ...
[cole_hopf_circuit] propagator=qft-diagonal q=8 nu=1.0e-02 dt=3.9063e-04 n_steps=400 shots=150000
[_run_shots_measure_reprepare] n_segments=100 segment_size=4 shots=150000
[_run_shots_measure_reprepare] fast path: fully deferred (no reset), width=16 (SV 0.00 GiB), sample-once.
[_run_shots_measure_reprepare] segment 1/100 steps 1-4 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 1/100 done in 75.9s p_success=0.9988 cumulative_norm=6.9356e+00
[_run_shots_measure_reprepare] segment 2/100 steps 5-8 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 2/100 done in 65.9s p_success=0.9985 cumulative_norm=6.9303e+00
[_run_shots_measure_reprepare] segment 3/100 steps 9-12 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 3/100 done in 80.5s p_success=0.9985 cumulative_norm=6.9251e+00
[_run_shots_measure_reprepare] segment 4/100 steps 13-16 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 4/100 done in 59.9s p_success=0.9985 cumulative_norm=6.9197e+00
[_run_shots_measure_reprepare] segment 5/100 steps 17-20 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 5/100 done in 54.6s p_success=0.9985 cumulative_norm=6.9146e+00
[_run_shots_measure_reprepare] segment 6/100 steps 21-24 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 6/100 done in 54.7s p_success=0.9985 cumulative_norm=6.9095e+00
[_run_shots_measure_reprepare] segment 7/100 steps 25-28 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 7/100 done in 59.4s p_success=0.9985 cumulative_norm=6.9042e+00
[_run_shots_measure_reprepare] segment 8/100 steps 29-32 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 8/100 done in 40.2s p_success=0.9985 cumulative_norm=6.8990e+00
[_run_shots_measure_reprepare] segment 9/100 steps 33-36 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 9/100 done in 82.9s p_success=0.9985 cumulative_norm=6.8938e+00
[_run_shots_measure_reprepare] segment 10/100 steps 37-40 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 10/100 done in 61.5s p_success=0.9985 cumulative_norm=6.8885e+00
[_run_shots_measure_reprepare] segment 11/100 steps 41-44 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 11/100 done in 47.3s p_success=0.9985 cumulative_norm=6.8833e+00
[_run_shots_measure_reprepare] segment 12/100 steps 45-48 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 12/100 done in 76.6s p_success=0.9985 cumulative_norm=6.8781e+00
[_run_shots_measure_reprepare] segment 13/100 steps 49-52 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 13/100 done in 61.7s p_success=0.9984 cumulative_norm=6.8727e+00
[_run_shots_measure_reprepare] segment 14/100 steps 53-56 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 14/100 done in 53.6s p_success=0.9984 cumulative_norm=6.8674e+00
[_run_shots_measure_reprepare] segment 15/100 steps 57-60 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 15/100 done in 25.9s p_success=0.9984 cumulative_norm=6.8619e+00
[_run_shots_measure_reprepare] segment 16/100 steps 61-64 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 16/100 done in 29.4s p_success=0.9984 cumulative_norm=6.8565e+00
[_run_shots_measure_reprepare] segment 17/100 steps 65-68 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 17/100 done in 69.2s p_success=0.9985 cumulative_norm=6.8512e+00
[_run_shots_measure_reprepare] segment 18/100 steps 69-72 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 18/100 done in 34.4s p_success=0.9985 cumulative_norm=6.8459e+00
[_run_shots_measure_reprepare] segment 19/100 steps 73-76 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 19/100 done in 62.2s p_success=0.9985 cumulative_norm=6.8406e+00
[_run_shots_measure_reprepare] segment 20/100 steps 77-80 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 20/100 done in 77.0s p_success=0.9984 cumulative_norm=6.8351e+00
[_run_shots_measure_reprepare] segment 21/100 steps 81-84 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 21/100 done in 73.6s p_success=0.9984 cumulative_norm=6.8298e+00
[_run_shots_measure_reprepare] segment 22/100 steps 85-88 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 22/100 done in 89.3s p_success=0.9984 cumulative_norm=6.8242e+00
[_run_shots_measure_reprepare] segment 23/100 steps 89-92 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 23/100 done in 44.8s p_success=0.9984 cumulative_norm=6.8187e+00
[_run_shots_measure_reprepare] segment 24/100 steps 93-96 depth=1037 transpiling ...
[_run_shots_measure_reprepare] segment 24/100 done in 42.0s p_success=0.9984 cumulative_norm=6.8131e+00
[_run_shots_measure_reprepare] segment 25/100 steps 97-100 depth=1037 transpiling ...
