xp, rho, u, p, Mach
0.05,1.0036496471452332,1.4960487895844248,0.7180856254202426,1.494805512687607
0.15,1.0037046765720463,1.495739328462939,0.7176616394238908,1.4949786915624914
0.25,0.9759875240200074,1.518971286736586,0.6890591344124442,1.5278454758865498
0.35,0.8832448271002941,1.590706220603493,0.5999969805139389,1.6311427888628272
0.45,0.7180323816817198,1.6921513140637838,0.4524508706837321,1.8016128830627902
0.55,0.5826730465927372,1.7820174831300346,0.3384703528548345,1.9760598312549722
0.65,0.5185429958107218,1.8361892068179804,0.28642133865082076,2.0880606715550187
0.75,0.49488484933636556,1.8602204516431122,0.26741344341946754,2.1387541139354553
0.85,0.4867844271349098,1.870000365271943,0.260840510515028,2.1590290747154404
0.95,0.48439607238984855,1.8719987694025786,0.25892806106896593,2.1639752435513167
