case_id,NQ_MATRIX,nx,ny,grid_size,matrix_size,condition_number,circuit_qubits,circuit_gates,circuit_depth,circuit_gates_transpiled,circuit_depth_transpiled,qc_shots,qc_backend
hs_torino_2x2_0,2,2,2,4,4,1.0,133,3609,2675,3609,2675,100,ibm_torino
hs_torino_2x2_1,2,2,2,4,4,1.0,133,3429,2569,3429,2569,1000,ibm_torino
hs_torino_2x2_2,2,2,2,4,4,1.0,133,3447,2565,3447,2565,10000,ibm_torino
hs_torino_2x2_3,2,2,2,4,4,1.0,133,3618,2665,3618,2665,100000,ibm_torino
