iters, residual
0.0,12.375368413827264
1.0,3.8985593486059105
2.0,1.4973827247058957
3.0,0.682790818921989
4.0,0.3224144352497447
5.0,0.17800822771636668
6.0,0.08420830365441802
7.0,0.03839917528819467
8.0,0.02052575677229022
9.0,0.013072209714947996
10.0,0.008551114012462068
11.0,0.005862120340412901
12.0,0.004278521358958664
13.0,0.003168485605064931
14.0,0.002760024178511554
