xp, rho, u, p, Mach
0.025,1.0,1.5,0.7142857142857144,1.5
0.075,1.0,1.5,0.7136766659035404,1.5006399100533645
0.125,1.0,1.5,0.7129713392886109,1.5013820013310946
0.175,0.998090284893602,1.499901767540216,0.7097735852101663,1.5032243320415202
0.225,0.9864108996614945,1.50949131054249,0.7010359101766487,1.5133012758353086
0.275,0.973413660683674,1.5182816803483838,0.6835933556766755,1.5312219143231427
0.325,0.9326915843424308,1.54653601540464,0.6494841008370267,1.5663210603323108
0.375,0.8725371324441165,1.58820197526562,0.5904327236630434,1.6317306202551722
0.425,0.7885494590444767,1.6419006439748738,0.5129386617355004,1.7205393402254243
0.475,0.6910287124825485,1.7100836835404398,0.42701280890360405,1.8385732645330672
0.525,0.610596403974793,1.7677552468935465,0.3581255488052035,1.9508217358868596
0.575,0.5533184047383318,1.8120471062981443,0.31156693904574023,2.040879389833569
0.625,0.5189646691904437,1.8439762377926567,0.28463888931078213,2.10432628786135
0.675,0.5014489341309822,1.8546280384645095,0.27324433978985035,2.1233939344223347
0.725,0.4946234766026686,1.8585496348761688,0.266377207675827,2.1404198894809143
0.775,0.4894486321837304,1.8642397873431409,0.2624384215739668,2.151679617293722
0.825,0.48900380123242065,1.8596410688620735,0.26151878912262183,2.149165102705405
0.875,0.4891965013211263,1.8618826023757675,0.26045958927433016,2.156551190335087
0.925,0.4885455992542247,1.8589156544164143,0.26125127455057257,2.148419129856317
0.975,0.4862770756769015,1.8658706279862336,0.26050537182890204,2.1545226640413526
