xp, rho, u, p, Mach
0.1,0.9874674128090746,1.5144404473053916,0.6998168594534152,1.5203982745347224
0.3,0.8860235408012593,1.6131729915240343,0.6031779538257406,1.6524062348304167
0.5,0.6197026096264112,1.741425895905056,0.37504616277706704,1.8918655972264065
0.7,0.5170270034271837,1.829119980068316,0.28876312125720116,2.0685400085514094
0.9,0.48377150446023015,1.8695831832044898,0.2609024553931399,2.151601476969669
