iters, residual
0.0,12.375368413827264
1.0,2.0941251474946196
2.0,0.29421084261788166
3.0,0.04166818411265571
4.0,0.010695156978281274
5.0,0.005167733439817916
6.0,0.0033062675904658363
7.0,0.0024356007519255344
8.0,0.0019583786090400326
9.0,0.0016586989347765002
10.0,0.001427649594494717
11.0,0.001295055541684311
12.0,0.0011325492997415736
13.0,0.0010278231238749127
14.0,0.0009196483014759193
