step, iter, fidelity, l2_error_abs, l2_error_rel, l2_error_normalized, linsys_residual
0, 0, 0.9990920472958229, 0.3165745092339071, 0.11705109440666396, 0.03013567474473801, 1.4950073392478314
1, 0, 0.9979360784796958, 0.2919051441459863, 0.7304011857510728, 0.04544213423369905, 1.259080170360995
2, 0, 0.9982081675289608, 0.15667099018563194, 0.4802645818475649, 0.04233953066423779, 0.6632603297953799
3, 0, 0.9990172601105739, 0.17357133276255102, 0.8846921438778936, 0.03135253502606075, 0.6153955697181784
4, 0, 0.9989846405195336, 0.12186813889144742, 0.6870716933230433, 0.031868751938487, 0.43170952330810863
5, 0, 0.9993801809169887, 0.10697424068036439, 0.8228490116494015, 0.024898095443460718, 0.3631122267083915
6, 0, 0.9993353208422148, 0.09991708817803158, 0.9116139404809016, 0.025783514967954408, 0.33169806331788365
7, 0, 0.9994909255662121, 0.07511996337961352, 0.7444781385408018, 0.02256411397504241, 0.25203053869773295
8, 0, 0.999067336570037, 0.057711282728651316, 0.746231777183919, 0.03054310063994049, 0.18920782216255164
9, 0, 0.9993725619057151, 0.04380883135532003, 0.7424629998376784, 0.02505067952797554, 0.14707153736508835
10, 0, 0.999512149172746, 0.04124391623617742, 0.9255796666697033, 0.02208869261360987, 0.13685685692821575
11, 0, 0.9993731138417589, 0.03810124442248336, 0.9206070654753734, 0.0250396572582652, 0.12569774256500646
12, 0, 0.9993440116176926, 0.03511065267134448, 0.9183714175911477, 0.02561437092330819, 0.1162454977811466
13, 0, 0.9992804513605166, 0.03175445349908971, 0.9014030473827834, 0.026826817247563087, 0.1031485589660773
14, 0, 0.9993373328124718, 0.031639593559025625, 0.9926284501791247, 0.025744455827713963, 0.10243207304107486
