iters, residual_total, residual_rho, residual_rhou, residual_rhoE
0.0,12.375368413827264,3.056753228741153,4.585129843111731,11.080730454186686
1.0,3.7726031626583554,1.0443067062126363,1.4168178084092704,3.336852622462295
2.0,1.4841777689010607,0.5313662503632377,0.5046582216361202,1.290640785427964
3.0,0.711325733295666,0.30304913064236016,0.23674296575592038,0.598413144433357
4.0,0.40828503654500115,0.16784569227626026,0.15220964352691604,0.33964204549534943
5.0,0.19997046435064825,0.08251095791074338,0.07409733224162407,0.16640226498440397
6.0,0.1079709897910631,0.040713133210367625,0.04321117050286635,0.09018298156763795
7.0,0.0659794176540586,0.0246984498678964,0.026453078667507558,0.05516796857871752
8.0,0.04326573392303616,0.01680743003183937,0.017252468906563654,0.035941429357384216
9.0,0.03297266278489505,0.013262150651778742,0.012793598071615972,0.02734292778028483
10.0,0.024022269374246945,0.009905619537320201,0.009172711257935362,0.019869813679279653
11.0,0.01680807339234822,0.007077878939745728,0.006186992850977391,0.013933272420319024
12.0,0.011663598332364857,0.005195046573477679,0.004200133886560683,0.009560852079867503
13.0,0.008711707948361689,0.003865066728883976,0.0031078033895501414,0.007162169549146613
14.0,0.0066349470672534645,0.0029942664636565404,0.0022971981849061853,0.005457084517316992
15.0,0.005044100510111756,0.0023180195787630463,0.001691392140021792,0.004148364474977261
16.0,0.004012713083023109,0.0018740329861329317,0.0013054566787258348,0.003299340769535729
17.0,0.003145723276476107,0.0014709895272841398,0.0010069040233209676,0.0025918929435075067
18.0,0.002591722327822702,0.0012211231329220598,0.0008279577883003534,0.0021308141213090656
19.0,0.0022488919722140357,0.0010560612442650269,0.0007108581310938047,0.0018538960241901272
20.0,0.0019212734771109376,0.0009165628640313542,0.0005955914871107211,0.0015800237563435029
21.0,0.0018907024529899493,0.0009031274060355438,0.0005841996799831815,0.0015549364579034314
22.0,0.0018417485568825104,0.0008816074918062711,0.0005692931758190518,0.0015135095827697041
23.0,0.0017849248665590173,0.0008549337638252306,0.0005508813935180782,0.0014668247097073088
24.0,0.001774713889369953,0.0008501368196981083,0.0005471902129585355,0.0014585813819456917
25.0,0.0017719617888772561,0.0008488931302864059,0.0005462894525798678,0.001456295597944875
26.0,0.0017308172679233534,0.0008305478695929863,0.0005320737917161694,0.0014222574068799892
27.0,0.0017030701482169755,0.000817766135396165,0.0005222713143007551,0.0013996210743646203
28.0,0.001683233748022758,0.000808804331118867,0.0005157923084205087,0.00138313762837266
29.0,0.0016645435967678772,0.0008006413499376736,0.0005094613056725385,0.001367526230948918
30.0,0.001583939324695406,0.0007644645266601099,0.0004831972844243363,0.00130037615947072
31.0,0.001431817829838442,0.0006986183012361682,0.0004273500340716685,0.001174481466605625
32.0,0.001248653188172631,0.0006133596667776982,0.00036655008143289563,0.001023994990859606
33.0,0.0009407515325732999,0.0004658315491667418,0.000268756105310904,0.0007718708244894609
34.0,0.00046015089016428657,0.00023788019725512819,0.00013686102300753853,0.00036935201888466324
35.0,0.000245204947607576,0.00011926845933846737,8.714031115834107e-05,0.0001957219126962792
36.0,0.0001479779072327265,6.68742020304109e-05,5.5756279930335354e-05,0.00011965174206881937
37.0,9.077901493903404e-05,3.8804510650504646e-05,3.648063807549976e-05,7.351328146723306e-05
38.0,5.224009196905152e-05,2.215122871559462e-05,2.2077768055693205e-05,4.1844025057388904e-05
39.0,2.6893599551178152e-05,1.1407850198895658e-05,1.104395644581723e-05,2.1706166789223243e-05
40.0,1.349002255322402e-05,5.7406830295342365e-06,5.526531351012459e-06,1.088497671413158e-05
41.0,6.424752738142086e-06,2.781674029420958e-06,2.549162010030523e-06,5.200145227484165e-06
42.0,2.820091195774277e-06,1.3076895536337798e-06,1.0067463579599854e-06,2.2867715571379185e-06
43.0,1.812800844811208e-06,8.513193550188941e-07,6.76451809245585e-07,1.4504879208345095e-06
44.0,1.0895746676494405e-06,4.948903502826336e-07,3.995015050284661e-07,8.846779329566844e-07
45.0,6.513368973400643e-07,3.0542835993306485e-07,2.3288742131976127e-07,5.260387055875373e-07
46.0,4.382609933402953e-07,2.1765677763436697e-07,1.5424100842754376e-07,3.4771818582395207e-07
47.0,2.86506811403852e-07,1.4904252502545108e-07,9.42426238167038e-08,2.2581144030137948e-07
48.0,2.2959746789868177e-07,1.19476229546297e-07,7.670027668577793e-08,1.804369568442448e-07
49.0,1.9082737760561435e-07,8.890792178453131e-08,6.377758970572409e-08,1.5634221611298625e-07
50.0,1.5502681180475452e-07,7.507929844004994e-08,5.135924455654779e-08,1.2553341914676506e-07
51.0,1.3658365093855036e-07,5.1261485387323435e-08,4.298149264233675e-08,1.1907957469619106e-07
52.0,1.2998116332077594e-07,4.9288599456451834e-08,4.048707606343956e-08,1.1325428669007166e-07
53.0,1.2271429141773e-07,4.7703815222512596e-08,3.830273700251439e-08,1.0637689443430913e-07
54.0,1.0703862474662735e-07,4.10889546171664e-08,3.5369796533054106e-08,9.229270008688715e-08
55.0,7.876310575380196e-08,3.602310249427045e-08,2.7255050346344977e-08,6.452228409851962e-08
56.0,7.553014881385705e-08,3.340388180162108e-08,2.6522793954548347e-08,6.233398319754075e-08
57.0,5.112957814029905e-08,2.6434746407234363e-08,1.5957828891759468e-08,4.0752737825224496e-08
58.0,3.786686175980188e-08,1.7467823076283815e-08,1.4537500118531935e-08,3.028919719661247e-08
59.0,3.512893881661856e-08,1.7502082205915946e-08,1.5778794062261735e-08,2.6052814028043582e-08
