xp, rho, u, p, Mach
0.05,1.0,1.5,0.7142857142857144,1.5
0.15,1.0,1.5,0.7142857142857144,1.5
0.25,1.0,1.5,0.7142857142857144,1.5
0.35,1.0,1.5,0.7006940402894296,1.5144782107677128
0.45,1.0,1.5,0.6950641845848147,1.520599298799529
0.55,1.0,1.46175694030428,0.7133975738586903,1.4626665604594005
0.65,0.9660208150092879,1.51758719090871,0.6751367104401251,1.5342177922480909
0.75,1.0,1.46175694030428,0.7024202902009805,1.4740513830404829
0.85,0.9617569403042799,1.5596456205716915,0.681094804235919,1.5663571472555016
0.95,1.0,1.5,0.6853968164111416,1.5312856045706593
