dq_lu, dq_hhl,
-9.983698748606822e-09,-3.1509295908137725e-09
-8.933905630940887e-09,-3.1509295537273046e-09
-2.267561651974968e-08,-9.24033994156907e-09
-4.2810770793380184e-08,-1.6791825101605463e-08
-3.397253851982308e-08,-1.3734584635995258e-08
-7.62462452359617e-08,-3.067912049912707e-08
-5.163382970448679e-08,-2.113707997993682e-08
-3.9436909425730577e-08,-1.8587815505183994e-08
-8.432928705829155e-08,-3.67998393069747e-08
1.0526488876662376e-09,0.0
9.202584229298012e-09,5.0807212584015235e-09
2.4040785757577855e-08,1.0638763383092846e-08
1.126742013389443e-07,5.192824213546262e-08
1.0666858901691797e-07,5.059180737190174e-08
2.2742052923199684e-07,1.0694610691578677e-07
