xp, rho, u, p, Mach
0.1,0.9874709833153845,1.5144362444486843,0.6998202926998986,1.520393074418651
0.3,0.8860314014373626,1.6131635433743314,0.6031849917016932,1.652394246723953
0.5,0.619711226506146,1.7414124046597663,0.37505289224887123,1.8918471207296987
0.7,0.5170336666947283,1.829106806777609,0.2887681090098922,2.0685205756295684
0.9,0.4837714420422278,1.869583320918395,0.26090180425300696,2.151604181558446
