step, iter, fidelity, l2_error_abs, l2_error_rel, l2_error_normalized, linsys_residual
0, 0, 0.9999813468646127, 0.011680929358271001, 0.00431893764403277, 0.004318937644032775, 0.2692869549227251
1, 0, 0.999964610988578, 0.0010015827966721406, 0.005948892714028057, 0.005948892714028046, 0.0317929360687762
2, 0, 0.9999664761123503, 0.00013679868054252632, 0.005790005925478857, 0.005790005925478623, 0.002751147278556859
3, 0, 0.9999793701984061, 1.9204341528425565e-06, 0.004542015851769015, 0.004542015851133828, 4.5733062714767886e-05
4, 0, 0.9999680222670715, 1.0740007735258099e-08, 0.0056549098756616635, 0.005654908358526579, 2.6077103063568595e-07
5, 0, 0.9999540551346857, 7.354024431288427e-11, 0.0068481286789607645, 0.006778302479066598, 1.260383397004653e-09
6, 0, 0.4510250082577229, 5.768113897247041e-11, 0.7843456990136746, 0.8104403398460795, 1.2276304729466986e-09
